	CountyCode	lowincome	growth	vision	highincome	senior
912	20065	0	0	0	0	1
913	20067	1	0	0	2	0
914	20069	1	0	0	1	1
915	20071	0	0	0	0	1
916	20073	0	0	2	5	0
917	20075	1	0	0	0	1
918	20077	2	0	4	2	0
919	20079	0	0	2	4	1
920	20081	1	0	0	0	0
921	20083	1	0	0	0	1
922	20085	0	0	0	3	2
923	20087	0	0	1	4	2
924	20089	0	0	1	1	3
925	20091	1	4	5	8	3
926	20093	1	0	0	0	1
927	20095	0	0	2	3	0
928	20097	1	0	1	2	0
929	20099	0	0	4	4	1
930	20101	0	0	0	1	0
931	20103	0	1	2	6	3
932	20105	0	0	3	1	1
933	20107	0	0	7	1	2
934	20109	0	0	0	1	1
935	20111	0	0	1	4	2
936	20113	0	1	2	4	2
937	20115	1	0	2	3	2
938	20117	0	0	1	2	0
939	20119	2	0	0	0	1
940	20121	1	0	4	6	3
941	20123	0	0	2	3	1
942	20125	0	0	4	3	4
943	20127	1	0	0	3	2
944	20129	1	0	0	1	0
945	20131	0	0	1	2	2
946	20133	0	0	4	3	3
947	20137	0	0	0	0	1
948	20139	0	0	2	4	1
949	20141	0	0	0	1	1
950	20143	0	0	3	1	1
951	20145	0	0	0	3	0
952	20147	0	0	0	1	1
953	20149	0	0	3	5	1
954	20151	0	0	4	2	0
955	20153	0	0	2	0	1
956	20155	1	0	3	4	1
957	20157	0	0	3	0	2
958	20159	0	0	3	3	2
959	20161	1	0	3	4	1
960	20163	0	0	1	1	1
961	20165	0	0	0	0	1
962	20167	0	0	1	1	2
963	20169	0	1	2	3	3
964	20171	0	0	0	2	1
965	20173	1	2	2	4	3
966	20175	2	0	1	1	0
967	20177	1	1	4	4	4
968	20179	0	0	1	1	1
969	20181	0	0	1	1	1
970	20183	0	0	1	0	1
971	20185	0	0	2	2	1
972	20187	1	0	0	0	0
973	20189	1	0	0	1	0
974	20191	0	0	2	4	0
975	20193	0	0	0	3	2
976	20195	0	0	1	1	1
977	20197	0	0	0	3	2
978	20199	0	0	0	0	1
979	20201	0	0	4	1	1
980	20203	0	0	0	0	1
981	20205	1	0	3	2	3
982	20207	0	0	2	3	1
983	20209	0	1	3	6	2
984	21001	0	0	0	1	2
985	21003	0	0	1	1	2
986	21005	0	0	0	1	0
987	21007	0	0	1	2	0
988	21009	0	0	0	3	3
989	21011	0	0	0	1	0
990	21013	0	0	0	1	0
991	21015	0	0	0	2	0
992	21017	0	0	0	4	0
993	21019	1	0	1	3	0
994	21021	0	0	1	1	0
995	21023	0	0	0	3	1
996	21025	3	0	0	1	2
997	21027	0	0	1	2	2
998	21029	0	0	0	4	1
999	21031	0	0	0	3	2
1000	21033	0	0	1	0	0
1001	21035	0	0	2	2	0
1002	21037	0	0	0	3	0
1003	21039	1	0	1	0	0
1004	21041	0	0	0	2	0
1005	21043	1	0	0	2	0
1006	21045	0	0	1	0	2
1007	21047	1	0	0	3	1
1008	21049	0	0	0	4	0
1009	21051	1	0	0	1	0
1010	21053	0	0	0	0	2
1011	21055	0	1	1	1	1
1012	21057	0	0	0	0	2
1013	21059	0	1	1	2	0
1014	21061	0	1	0	3	2
1015	21063	0	0	0	1	0
1016	21065	1	0	0	2	0
1017	21067	0	1	1	2	1
1018	21069	0	0	0	2	0
1019	21071	5	0	0	3	0
1020	21073	0	1	0	4	0
1021	21075	1	0	1	0	0
1022	21077	0	0	0	1	0
1023	21079	0	0	1	0	0
1024	21081	0	0	0	4	0
1025	21083	1	0	1	2	0
1026	21085	0	0	1	2	4
1027	21087	1	1	0	1	2
1028	21089	0	0	1	2	1
1029	21091	0	0	1	1	1
1030	21093	0	0	0	3	2
1031	21095	2	0	0	2	2
1032	21097	0	0	0	2	0
1033	21099	0	0	0	1	2
1034	21101	0	1	1	2	0
1035	21103	0	0	0	2	0
1036	21105	1	0	1	1	0
1037	21107	0	0	1	2	1
1038	21109	1	0	0	0	0
1039	21111	0	4	2	3	1
1040	21113	0	0	0	2	0
1041	21115	1	1	0	0	1
1042	21117	0	0	0	3	0
1043	21119	3	0	0	0	1
1044	21121	1	0	1	0	2
1045	21123	0	0	0	1	2
1046	21125	1	0	0	2	2
1047	21127	1	0	0	1	2
1048	21129	1	0	0	3	1
1049	21131	1	0	0	1	1
1050	21133	2	0	0	2	1
1051	21135	0	0	0	2	1
1052	21137	0	1	1	1	0
1053	21139	0	0	2	1	1
1054	21141	2	0	0	2	2
1055	21143	0	0	2	1	1
1056	21145	0	0	0	3	0
1057	21147	1	0	0	1	2
1058	21149	0	0	1	1	1
1059	21151	0	0	0	4	0
1060	21153	1	0	0	0	1
1061	21155	0	0	1	2	1
1062	21157	0	0	0	2	0
1063	21159	1	0	0	0	0
1064	21161	0	0	1	4	3
1065	21163	0	0	1	2	2
1066	21165	0	0	0	2	0
1067	21167	0	0	1	4	0
1068	21169	0	0	0	0	2
1069	21171	0	0	1	0	2
1070	21173	0	0	0	3	0
1071	21177	0	1	1	3	2
1072	21179	0	0	0	4	1
1073	21181	0	0	0	2	0
1074	21183	0	0	1	1	2
1075	21185	0	0	0	3	0
1076	21187	0	0	0	1	0
1077	21189	1	0	0	1	0
1078	21191	0	0	0	3	0
1079	21193	2	0	0	3	1
1080	21195	3	0	0	3	1
1081	21197	0	0	0	1	1
1082	21199	0	0	0	2	2
1083	21201	0	0	0	2	0
1084	21203	1	0	0	0	0
1085	21205	0	0	0	3	0
1086	21207	0	0	0	2	2
1087	21209	0	0	0	3	0
1088	21211	0	0	0	3	0
1089	21213	0	0	0	1	2
1090	21215	0	0	0	1	0
1091	21217	0	0	0	3	2
1092	21219	1	1	0	1	3
1093	21221	1	0	0	2	0
1094	21223	0	0	1	2	0
1095	21225	0	1	1	2	0
1096	21227	1	0	1	3	3
1097	21229	0	0	1	3	1
1098	21231	1	0	0	2	2
1099	21233	0	2	1	1	0
1100	21235	1	0	1	0	4
1101	21237	0	0	0	1	0
1102	21239	0	0	0	4	0
1103	22001	2	0	0	4	0
1104	22003	3	0	0	2	1
1105	22005	1	2	0	4	0
1106	22007	0	0	0	4	0
1107	22009	2	0	0	2	0
1108	22011	3	0	0	3	1
1109	22013	1	0	0	1	0
1110	22015	3	1	0	3	0
1111	22017	3	2	0	3	0
1112	22019	3	2	0	2	1
1113	22021	0	0	0	1	0
1114	22023	2	0	0	2	1
1115	22025	1	0	0	2	0
1116	22027	2	0	0	2	0
1117	22029	1	0	0	1	0
1118	22031	2	0	0	3	0
1119	22033	3	5	0	4	0
1120	22037	1	0	0	2	0
1121	22039	3	0	0	2	0
1122	22041	0	0	0	1	0
1123	22043	1	0	0	1	0
1124	22045	1	0	0	4	0
1125	22047	2	2	1	3	0
1126	22049	1	0	0	2	0
1127	22051	4	4	0	3	0
1128	22053	5	0	0	1	1
1129	22055	4	3	0	5	1
1130	22057	3	0	0	4	0
1131	22059	0	0	0	2	0
1132	22061	2	1	0	3	0
1133	22063	2	2	0	3	0
1134	22067	2	0	0	3	0
1135	22069	3	0	0	3	0
1136	22071	1	3	0	3	0
1137	22073	2	1	0	3	1
1138	22075	0	0	0	4	0
1139	22077	1	0	2	2	0
1140	22079	1	2	0	3	1
1141	22081	2	0	0	3	0
1142	22083	0	0	0	1	0
1143	22085	3	0	0	1	0
1144	22087	0	0	0	4	0
1145	22089	0	1	0	4	0
1146	22091	1	0	0	1	0
1147	22093	2	0	0	2	0
1148	22095	1	0	0	4	0
1149	22097	3	0	0	4	0
1150	22099	2	0	0	3	0
1151	22101	1	0	0	4	0
1152	22103	3	2	0	4	0
1153	22105	2	3	0	4	0
1154	22107	1	0	0	0	0
1155	22109	1	0	0	4	0
1156	22111	1	0	0	2	0
1157	22113	4	0	0	3	0
1158	22115	1	0	0	2	1
1159	22117	1	0	0	2	0
1160	22119	2	0	0	3	0
1161	22121	1	0	1	3	0
1162	22125	0	0	0	1	0
1163	22127	1	0	0	1	0
1164	23001	0	2	1	4	1
1165	23003	0	0	1	2	2
1166	23005	0	3	2	4	2
1167	23007	0	0	2	2	2
1168	23009	0	0	3	4	3
1169	23011	0	2	2	3	2
1170	23013	0	0	1	3	4
1171	23015	0	0	0	2	4
1172	23017	0	0	1	3	1
1173	23019	0	1	5	3	4
1174	23021	0	0	0	3	3
1175	23023	0	1	1	3	1
1176	23025	0	0	2	3	2
1177	23027	0	0	2	3	4
1178	23029	0	0	3	3	3
1179	23031	0	3	1	5	1
1180	24001	0	2	1	4	0
1181	24003	0	6	0	5	0
1182	24005	0	9	0	8	0
1183	24009	0	3	0	3	0
1184	24011	0	1	0	4	0
1185	24013	0	4	0	6	0
1186	24015	0	3	1	5	0
1187	24017	1	3	0	3	1
1188	24019	1	3	0	2	0
1189	24021	0	6	0	7	0
1190	24023	0	3	1	3	0
1191	24025	0	4	1	4	0
1192	24027	0	8	1	7	0
1193	24029	0	1	0	5	0
1194	24031	0	12	0	7	0
1195	24033	0	7	0	5	0
1196	24035	1	2	0	4	0
1197	24037	0	4	0	4	0
1198	24039	1	0	0	3	1
1199	24041	1	3	0	5	0
1200	24043	0	4	0	6	1
1201	24045	0	4	0	3	1
1202	24047	2	1	0	2	1
1203	24510	0	8	0	3	0
1204	25001	0	6	0	4	0
1205	25003	0	4	1	3	2
1206	25005	0	5	0	4	0
1207	25007	0	1	0	2	1
1208	25009	0	7	1	5	1
1209	25011	0	3	1	3	1
1210	25013	0	7	1	4	2
1211	25015	0	4	1	2	1
1212	25017	0	9	0	8	1
1213	25019	0	1	0	2	0
1214	25021	0	9	0	8	1
1215	25023	0	5	0	4	1
1216	25025	0	9	0	6	1
1217	25027	0	6	0	5	1
1218	26001	0	0	0	3	0
1219	26003	0	0	0	0	1
1220	26005	0	2	1	9	3
1221	26007	0	0	2	4	0
1222	26009	0	0	1	6	1
1223	26011	0	0	2	6	2
1224	26013	0	0	1	0	0
1225	26015	0	1	1	7	3
1226	26017	0	1	2	5	4
1227	26019	0	0	1	4	1
1228	26021	0	1	2	8	0
1229	26023	0	1	2	6	0
1230	26025	0	2	1	8	6
1231	26027	0	0	1	7	1
1232	26029	0	0	1	5	1
1233	26031	0	1	1	5	0
1234	26033	0	0	0	3	0
1235	26035	0	1	2	3	3
1236	26037	0	1	5	8	3
1237	26039	0	0	1	4	0
1238	26041	0	0	1	5	1
1239	26043	0	0	2	3	0
1240	26045	0	2	1	8	3
1241	26047	0	0	1	4	1
1242	26049	0	1	2	8	1
1243	26051	0	0	0	4	2
1244	26053	0	0	1	2	0
1245	26055	0	0	1	6	0
1246	26057	0	0	4	5	4
1247	26059	0	0	2	6	2
1248	26061	0	0	2	2	0
1249	26063	0	0	2	5	2
1250	26065	0	5	2	9	2
1251	26067	0	1	3	9	3
1252	26069	0	0	0	4	1
1253	26071	0	0	1	4	0
1254	26073	0	1	4	5	5
1255	26075	0	2	2	8	2
1256	26077	1	2	0	9	2
1257	26079	0	0	1	5	0
1258	26081	0	5	3	10	3
1259	26083	0	0	3	0	0
1260	26085	0	0	0	2	4
1261	26087	0	0	2	5	1
1262	26089	0	0	1	4	0
1263	26091	0	1	2	4	3
1264	26093	0	2	2	8	1
1265	26095	0	0	0	2	0
1266	26097	0	0	1	3	1
1267	26099	0	4	2	8	0
1268	26101	0	0	0	4	2
1269	26103	0	0	1	4	1
1270	26105	0	0	0	6	3
1271	26107	0	0	1	5	4
1272	26109	0	0	0	3	0
1273	26111	0	1	3	5	6
1274	26113	0	0	0	4	1
1275	26115	0	2	2	6	1
1276	26117	0	0	3	7	4
1277	26119	0	1	2	3	0
1278	26121	0	1	0	8	3
1279	26123	0	0	0	6	7
1280	26125	1	8	3	9	0
1281	26127	0	0	0	6	6
1282	26129	0	1	0	6	2
1283	26133	0	0	1	3	3
1284	26135	0	1	0	3	0
1285	26137	0	1	2	6	2
1286	26139	0	4	1	10	3
1287	26141	0	0	2	4	0
1288	26143	0	0	1	4	0
1289	26145	0	3	4	8	4
1290	26147	0	3	2	5	1
1291	26149	0	2	1	7	0
1292	26151	0	1	2	5	1
1293	26153	0	0	0	2	0
1294	26155	0	0	3	8	4
1295	26157	0	0	2	5	2
1296	26159	0	0	0	8	3
1297	26161	1	3	3	9	0
1298	26163	1	7	1	9	0
1299	26165	0	0	0	5	2
1300	27001	0	0	0	3	4
1301	27003	0	2	1	7	1
1302	27005	0	2	0	3	3
1303	27007	0	0	1	3	2
1304	27009	0	0	2	5	2
1305	27011	0	0	2	2	2
1306	27013	0	0	1	6	4
1307	27015	0	0	1	4	3
1308	27017	0	0	1	5	2
1309	27019	0	0	0	9	3
1310	27021	0	0	1	5	5
1311	27023	0	0	1	3	5
1312	27025	0	0	1	4	3
1313	27027	0	0	4	4	0
1314	27029	0	0	0	2	2
1315	27031	0	0	0	1	0
1316	27033	0	0	2	3	6
1317	27035	0	0	0	5	2
1318	27037	0	3	2	10	1
1319	27039	0	0	2	3	2
1320	27041	0	0	3	4	3
1321	27043	0	0	2	3	2
1322	27045	0	0	2	4	1
1323	27047	0	0	2	5	2
1324	27049	0	0	2	5	2
1325	27051	0	0	3	2	1
1326	27053	0	6	2	11	2
1327	27055	0	0	1	2	0
1328	27057	0	0	1	2	4
1329	27059	0	0	1	5	2
1330	27061	0	0	0	4	3
1331	27063	0	0	2	4	6
1332	27065	0	0	1	3	2
1333	27067	0	0	0	5	5
1334	27069	0	0	1	1	0
1335	27071	0	0	1	2	1
1336	27073	0	0	2	3	3
1337	27075	0	0	1	3	0
1338	27077	0	0	0	2	1
1339	27079	0	0	2	5	4
1340	27081	0	0	2	3	2
1341	27083	0	0	3	3	3
1342	27085	0	0	0	1	5
1343	27087	0	0	0	2	1
1344	27089	0	0	2	2	1
1345	27091	0	0	2	2	3
1346	27093	0	0	0	2	5
1347	27095	0	0	1	5	3
1348	27097	0	0	1	4	4
1349	27099	0	0	1	4	3
1350	27101	0	0	2	3	4
1351	27103	0	0	0	5	3
1352	27105	0	0	1	3	5
1353	27107	0	0	1	0	1
1354	27109	0	1	2	6	3
1355	27111	0	0	5	4	4
1356	27113	0	0	1	1	1
1357	27115	0	0	1	3	3
1358	27117	0	0	3	3	2
1359	27119	0	0	2	5	1
1360	27121	0	0	1	1	4
1361	27123	0	4	3	7	0
1362	27125	0	0	0	2	1
1363	27127	0	0	1	2	3
1364	27129	0	0	1	2	5
1365	27131	0	2	0	7	3
1366	27133	0	0	4	3	1
1367	27135	0	0	0	2	0
1368	27137	0	0	2	5	5
1369	27139	0	1	0	8	1
1370	27141	0	1	2	6	0
1371	27143	0	0	0	3	4
1372	27145	0	1	1	5	5
1373	27147	0	0	2	5	2
1374	27149	0	0	1	1	2
1375	27151	0	0	1	2	4
1376	27153	0	0	3	1	4
1377	27155	0	0	1	2	2
1378	27157	0	0	2	2	1
1379	27159	0	0	3	1	3
1380	27161	0	0	1	4	3
1381	27163	0	1	2	7	0
1382	27165	0	0	1	4	3
1383	27167	0	0	4	2	2
1384	27169	0	0	1	5	1
1385	27171	0	1	1	7	3
1386	27173	0	0	3	2	3
1387	28001	0	0	0	3	0
1388	28003	1	0	0	3	0
1389	28005	1	0	0	1	0
1390	28007	1	0	0	1	0
1391	28009	1	1	0	2	0
1392	28011	1	0	0	2	0
1393	28013	2	0	0	3	1
1394	28015	2	0	0	0	0
1395	28017	2	0	0	2	1
1396	28019	1	0	0	0	0
1397	28021	0	0	0	1	0
1398	28023	0	0	0	2	1
1399	28025	0	0	0	3	0
1400	28027	0	2	0	2	0
1401	28029	0	0	0	3	0
1402	28031	1	1	0	2	0
1403	28033	0	1	0	3	0
1404	28035	2	1	0	3	0
1405	28037	1	0	0	1	0
1406	28039	1	1	0	3	0
1407	28041	0	0	0	1	1
1408	28043	0	0	0	2	1
1409	28045	1	0	0	3	0
1410	28047	1	1	0	3	0
1411	28049	1	2	0	3	0
1412	28051	0	0	0	2	0
1413	28053	0	0	0	2	0
1414	28057	2	1	0	1	0
1415	28059	1	2	0	3	0
1416	28061	0	0	0	2	0
1417	28063	0	0	0	1	0
1418	28065	0	0	0	1	0
1419	28067	2	1	0	3	0
1420	28069	1	0	0	1	0
1421	28071	3	1	0	2	0
1422	28073	1	1	0	2	0
1423	28075	0	3	0	3	0
1424	28077	0	0	0	1	0
1425	28079	1	0	0	1	0
1426	28081	2	1	0	4	0
1427	28083	2	0	0	3	0
1428	28085	1	2	0	2	0
1429	28087	1	2	0	3	0
1430	28089	1	2	0	3	0
1431	28091	1	1	0	2	1
1432	28093	1	0	0	2	0
1433	28095	3	1	0	2	0
1434	28097	0	0	0	2	0
1435	28099	1	1	0	3	0
1436	28101	1	0	0	3	0
1437	28103	0	0	0	1	0
1438	28105	1	0	1	4	0
1439	28107	1	0	0	2	0
1440	28109	1	0	0	2	0
1441	28111	1	0	0	2	0
1442	28113	1	0	0	3	0
1443	28115	3	0	0	4	0
1444	28117	1	1	0	3	0
1445	28119	1	0	0	2	0
1446	28121	0	3	0	3	0
1447	28123	1	0	0	2	0
1448	28127	0	1	0	1	0
1449	28129	1	0	0	3	0
1450	28131	1	1	0	1	0
1451	28133	3	0	0	1	0
1452	28135	1	0	0	3	0
1453	28137	1	0	0	2	0
1454	28139	2	1	0	3	0
1455	28141	2	0	0	4	0
1456	28143	0	1	0	3	0
1457	28145	2	1	0	3	1
1458	28147	0	0	0	1	0
1459	28149	1	1	0	3	0
1460	28151	1	0	0	3	0
1461	28153	0	0	0	1	1
1462	28155	1	1	0	0	1
1463	28157	1	0	0	1	0
1464	28159	1	1	0	1	0
1465	28161	3	0	0	2	1
1466	28163	0	1	0	1	0
1467	29001	0	0	0	2	2
1468	29003	1	0	0	1	4
1469	29005	0	0	0	2	0
1470	29007	0	0	2	1	4
1471	29009	2	0	1	2	2
1472	29011	1	1	5	2	1
1473	29013	1	0	4	1	4
1474	29015	0	0	0	2	3
1475	29017	1	0	0	0	2
1476	29019	0	3	1	2	4
1477	29021	1	1	1	3	6
1478	29023	3	0	0	1	3
1479	29025	0	0	1	2	2
1480	29027	0	0	2	3	4
1481	29029	0	0	1	3	3
1482	29031	1	1	1	2	2
1483	29033	0	0	1	2	4
1484	29035	0	0	0	1	2
1485	29037	1	1	4	5	4
1486	29039	0	0	3	1	4
1487	29041	0	0	0	2	3
1488	29043	1	1	3	2	5
1489	29045	0	0	0	2	2
1490	29047	1	3	2	6	4
1491	29049	1	0	2	4	6
1492	29051	1	1	0	2	3
1493	29053	1	0	0	3	2
1494	29055	0	0	1	2	3
1495	29057	1	0	2	1	1
1496	29059	0	0	3	2	2
1497	29061	0	0	0	2	3
1498	29063	0	1	1	1	5
1499	29065	0	0	1	1	1
1500	29067	0	0	1	2	3
1501	29069	3	0	1	0	2
1502	29071	1	1	2	5	3
1503	29073	1	0	1	2	3
1504	29075	0	0	0	2	4
1505	29077	1	2	4	4	5
1506	29079	1	0	0	0	1
1507	29081	0	0	0	1	2
1508	29083	0	0	0	1	3
1509	29085	0	0	1	3	2
1510	29087	0	0	0	1	3
1511	29089	0	0	0	2	3
1512	29091	0	0	2	2	3
1513	29093	0	0	0	1	0
1514	29095	3	5	2	6	4
1515	29097	1	2	5	4	3
1516	29099	0	1	0	5	3
1517	29101	1	0	0	5	2
1518	29103	0	0	0	2	1
1519	29105	0	0	2	3	3
1520	29107	1	0	2	4	3
1521	29109	1	0	2	2	3
1522	29111	0	0	1	1	1
1523	29113	0	1	0	3	1
1524	29115	1	0	0	1	2
1525	29117	0	1	1	1	3
1526	29119	2	0	0	3	1
1527	29121	0	0	0	2	1
1528	29123	0	0	0	1	3
1529	29125	0	0	0	1	2
1530	29127	0	0	2	2	2
1531	29129	0	0	0	0	1
1532	29131	0	0	0	2	3
1533	29133	2	0	0	0	1
1534	29135	0	0	0	2	3
1535	29137	0	0	1	1	2
1536	29139	0	0	1	3	2
1537	29141	0	0	0	2	2
1538	29143	2	0	0	0	2
1539	29145	3	0	2	3	2
1540	29147	1	0	0	2	3
1541	29149	0	0	1	2	2
1542	29151	0	0	0	2	2
1543	29153	0	0	0	1	2
1544	29155	3	0	0	1	2
1545	29157	0	0	1	1	2
1546	29159	0	0	1	4	3
1547	29161	0	0	1	2	3
1548	29163	0	0	1	2	2
1549	29165	1	1	1	7	4
1550	29167	0	0	2	3	5
1551	29169	0	1	1	3	2
1552	29171	0	0	0	0	2
1553	29173	0	0	1	1	2
1554	29175	0	0	0	3	3
1555	29177	0	1	2	3	6
1556	29179	0	0	0	1	1
1557	29181	0	0	0	0	2
1558	29183	1	3	0	4	2
1559	29185	0	0	0	1	1
1560	29186	0	0	0	2	1
1561	29187	0	0	0	3	4
1562	29189	1	4	1	5	2
1563	29195	1	0	3	2	2
1564	29197	0	0	0	0	2
1565	29199	0	0	0	2	2
1566	29201	1	1	0	2	2
1567	29203	0	0	0	2	2
1568	29205	0	0	0	1	2
1569	29207	3	0	0	1	2
1570	29209	1	0	0	1	3
1571	29211	0	0	0	0	1
1572	29213	1	2	0	2	4
1573	29215	0	0	0	2	2
1574	29217	0	0	7	1	2
1575	29219	0	0	0	4	2
1576	29221	0	0	1	2	3
1577	29223	1	0	0	1	2
1578	29225	0	0	2	2	3
1579	29227	0	0	0	0	1
1580	29229	0	0	0	2	3
1581	29510	1	6	0	4	2
1582	30001	0	0	1	2	1
1583	30003	0	0	5	2	0
1584	30005	0	0	2	1	0
1585	30007	0	0	1	2	1
1586	30009	0	0	5	3	1
1587	30011	0	0	2	0	1
1588	30013	0	1	2	2	2
1589	30015	0	0	1	0	2
1590	30017	0	0	1	2	0
1591	30019	0	0	1	0	0
1592	30021	0	0	1	2	0
1593	30023	0	0	0	2	0
1594	30025	0	0	1	0	1
1595	30027	0	1	2	2	1
1596	30029	0	0	1	4	2
1597	30031	0	1	2	5	2
1598	30033	0	0	1	0	0
1599	30035	0	0	1	2	1
1600	30037	0	0	2	0	0
1601	30041	0	0	2	3	0
1602	30043	0	0	0	2	2
1603	30045	0	0	2	0	2
1604	30047	0	0	1	2	1
1605	30049	0	0	1	3	2
1606	30051	0	0	1	0	1
1607	30053	0	0	0	3	1
1608	30055	0	0	2	0	0
1609	30057	0	0	1	1	2
1610	30059	0	0	1	1	1
1611	30061	0	0	1	0	0
1612	30063	0	3	3	3	1
1613	30065	0	0	2	0	0
1614	30067	0	0	3	3	0
1615	30069	0	0	1	0	0
1616	30071	0	0	2	2	0
1617	30073	0	0	2	2	1
1618	30075	0	0	1	0	0
1619	30077	0	0	0	1	0
1620	30079	0	0	1	0	0
1621	30081	0	0	1	2	0
1622	30083	0	1	2	1	0
1623	30085	0	1	2	1	0
1624	30087	0	0	2	2	0
1625	30089	0	0	1	1	0
1626	30091	0	0	1	0	0
1627	30093	0	1	2	2	2
1628	30095	0	0	5	2	0
1629	30097	0	0	1	0	0
1630	30099	0	0	1	1	2
1631	30101	0	0	0	3	1
1632	30103	0	0	1	0	0
1633	30105	0	0	3	0	0
1634	30107	0	0	2	1	0
1635	30109	0	0	1	1	0
1636	30111	0	2	8	4	0
1637	31001	0	0	2	2	3
1638	31003	0	0	3	2	1
1639	31007	0	0	0	1	1
1640	31009	0	0	0	0	1
1641	31011	0	0	3	2	1
1642	31013	0	0	0	1	4
1643	31015	0	0	2	1	0
1644	31017	0	0	1	2	1
1645	31019	0	0	2	5	2
1646	31021	0	0	3	1	2
1647	31023	0	0	2	1	0
1648	31025	0	1	2	2	2
1649	31027	0	0	5	1	1
1650	31029	0	0	2	0	0
1651	31031	0	0	1	1	1
1652	31033	0	0	1	2	4
1653	31035	0	0	3	1	2
1654	31037	0	0	4	2	2
1655	31039	0	0	4	1	1
1656	31041	0	0	2	1	3
1657	31043	1	0	1	2	3
1658	31045	0	0	2	2	2
1659	31047	0	0	1	4	3
1660	31049	0	0	1	1	1
1661	31051	0	0	3	1	0
1662	31053	0	0	3	3	2
1663	31055	0	3	1	5	1
1664	31057	0	0	2	2	0
1665	31059	0	0	3	2	2
1666	31061	0	0	3	1	0
1667	31063	0	0	1	1	1
1668	31065	0	0	0	2	2
1669	31067	0	0	3	2	0
1670	31069	0	0	0	1	1
1671	31071	0	0	0	0	2
1672	31073	0	0	0	2	3
1673	31077	0	0	2	1	2
1674	31079	0	1	2	3	4
1675	31081	0	0	2	2	2
1676	31083	0	0	3	3	2
1677	31085	0	0	2	0	0
1678	31087	0	0	3	1	1
1679	31089	0	0	3	2	2
1680	31091	0	0	1	0	0
1681	31093	0	0	1	2	3
1682	31095	0	0	3	2	1
1683	31097	0	0	2	2	0
1684	31099	0	0	3	3	2
1685	31101	0	0	2	3	1
1686	31103	0	0	1	0	0
1687	31105	0	0	0	1	3
1688	31107	0	0	2	1	0
1689	31109	0	2	4	5	1
1690	31111	0	0	1	4	2
1691	31113	0	0	1	0	1
1692	31115	0	0	1	0	1
1693	31117	0	0	1	0	1
1694	31119	0	0	2	5	1
1695	31121	0	0	2	2	2
1696	31123	0	0	0	1	3
1697	31125	0	0	3	2	1
1698	31127	0	0	1	3	2
1699	31129	0	0	3	1	2
1700	31131	0	0	2	3	1
1701	31133	0	0	2	2	0
1702	31135	0	0	1	0	0
1703	31137	0	0	3	4	2
1704	31139	0	0	2	1	2
1705	31141	0	0	4	4	2
1706	31143	0	0	1	2	1
1707	31145	0	0	2	3	2
1708	31147	0	0	0	2	1
1709	31149	0	0	1	0	2
1710	31151	0	0	2	2	1
1711	31153	0	2	1	4	1
1712	31155	0	0	1	3	0
1713	31157	0	1	0	2	3
1714	31159	0	0	3	2	1
1715	31161	0	0	2	1	1
1716	31163	0	0	0	1	2
1717	31165	0	0	1	1	4
1718	31167	0	0	4	2	3
1719	31169	0	0	4	2	1
1720	31171	0	0	1	0	0
1721	31173	0	0	3	2	0
1722	31175	0	0	0	1	2
1723	31177	0	0	3	3	0
1724	31179	0	0	2	1	2
1725	31181	0	0	3	0	1
1726	31183	0	0	2	0	1
1727	31185	0	0	3	4	2
1728	32001	0	0	0	2	1
1729	32003	1	12	1	5	2
1730	32005	0	2	0	3	1
1731	32007	0	2	1	3	1
1732	32009	0	0	0	1	0
1733	32011	0	0	0	2	1
1734	32013	0	0	1	2	2
1735	32015	0	0	0	1	1
1736	32017	0	0	0	1	0
1737	32019	0	3	0	3	1
1738	32023	1	1	0	3	0
1739	32027	0	1	2	2	0
1740	32029	0	2	1	3	0
1741	32031	0	6	1	4	0
1742	32033	0	1	1	1	1
1743	32510	0	2	0	4	0
1744	33001	0	2	0	4	1
1745	33003	0	1	0	5	2
1746	33005	0	1	0	4	0
1747	33007	0	0	1	2	1
1748	33009	0	2	1	4	1
1749	33011	0	3	1	4	1
1750	33013	0	3	1	5	1
1751	33015	0	3	0	6	0
1752	33017	0	1	0	4	1
1753	33019	0	1	0	4	1
1754	34001	0	5	0	4	0
1755	34003	0	7	0	6	0
1756	34005	0	6	1	5	0
1757	34007	0	5	0	5	0
1758	34009	0	4	0	4	0
1759	34011	0	4	0	4	0
1760	34013	0	9	0	7	0
1761	34015	0	6	0	5	0
1762	34017	0	13	0	7	0
1763	34019	0	3	1	5	0
1764	34021	0	7	0	7	0
1765	34023	0	8	0	7	0
1766	34025	0	4	0	5	0
1767	34027	0	5	1	5	0
1768	34029	0	4	0	6	0
1769	34031	0	5	0	5	0
1770	34033	0	3	0	4	0
1771	34035	0	6	0	6	0
1772	34037	0	3	0	5	0
1773	34039	0	6	0	6	0
1774	34041	0	5	1	6	0
1775	35001	1	5	2	5	2
1776	35005	2	1	2	3	0
1777	35006	3	0	0	3	1
1778	35007	0	1	1	1	0
1779	35009	2	0	2	2	0
1780	35011	1	0	2	1	0
1781	35013	2	1	2	4	1
1782	35015	3	1	2	3	1
1783	35017	0	0	0	2	2
1784	35019	0	0	1	2	0
1785	35021	0	0	0	1	0
1786	35023	0	0	0	2	1
1787	35025	4	0	2	3	1
1788	35027	1	0	0	2	2
1789	35028	0	0	0	4	2
