	CountyCode	lowincome	growth	vision	highincome	senior
1790	35029	0	0	0	3	1
1791	35031	2	0	0	4	0
1792	35033	1	0	0	2	0
1793	35035	3	0	0	2	1
1794	35037	1	0	1	2	0
1795	35039	1	0	0	4	2
1796	35041	1	0	2	3	1
1797	35043	1	1	0	6	2
1798	35045	1	2	3	4	0
1799	35047	1	0	1	4	0
1800	35049	0	2	3	4	2
1801	35051	0	0	0	1	1
1802	35053	0	0	0	2	1
1803	35055	0	0	0	3	1
1804	35057	0	0	1	3	1
1805	35059	0	0	0	1	1
1806	35061	0	1	1	4	0
1807	36001	0	4	2	3	1
1808	36003	0	1	0	2	0
1809	36005	0	7	0	4	0
1810	36007	0	2	0	4	2
1811	36009	0	1	0	4	1
1812	36011	0	3	1	3	2
1813	36013	0	2	0	2	1
1814	36015	0	2	0	3	1
1815	36017	0	0	0	2	3
1816	36019	0	1	3	3	1
1817	36021	0	0	2	4	3
1818	36023	0	1	0	2	1
1819	36025	0	2	1	2	6
1820	36027	0	6	2	5	2
1821	36029	0	8	0	4	1
1822	36031	0	0	4	4	1
1823	36033	0	0	2	2	1
1824	36035	0	0	0	2	0
1825	36037	0	4	0	3	0
1826	36039	0	1	2	2	3
1827	36041	0	0	0	1	1
1828	36043	0	2	0	3	1
1829	36045	0	1	2	3	1
1830	36047	0	10	0	5	2
1831	36049	0	0	0	2	0
1832	36051	0	2	0	2	0
1833	36053	0	3	0	2	1
1834	36055	0	6	0	5	1
1835	36057	0	2	0	3	0
1836	36059	0	7	1	3	1
1837	36061	0	18	1	7	1
1838	36063	0	3	0	4	0
1839	36065	0	3	1	3	1
1840	36067	0	4	0	4	1
1841	36069	0	3	0	4	0
1842	36071	0	5	0	5	1
1843	36073	0	1	0	4	0
1844	36075	0	1	0	3	0
1845	36077	0	4	0	3	1
1846	36079	0	2	0	5	1
1847	36081	0	8	0	4	1
1848	36083	0	3	2	2	2
1849	36085	0	4	0	3	1
1850	36087	0	4	0	3	1
1851	36089	0	1	2	2	2
1852	36091	0	4	1	3	2
1853	36093	0	3	0	2	2
1854	36095	0	1	1	3	3
1855	36097	0	0	0	2	1
1856	36099	0	1	0	2	2
1857	36101	0	1	0	3	0
1858	36103	0	5	0	5	1
1859	36105	0	0	0	4	2
1860	36107	0	1	0	3	1
1861	36109	0	2	1	4	2
1862	36111	0	2	0	4	3
1863	36113	0	2	1	3	0
1864	36115	0	1	1	2	1
1865	36117	0	2	0	3	1
1866	36119	0	5	0	6	1
1867	36121	0	1	0	3	0
1868	36123	0	0	0	3	0
1869	37001	1	2	1	2	0
1870	37003	0	0	1	1	1
1871	37005	0	0	1	1	0
1872	37007	1	0	0	1	0
1873	37009	0	0	2	1	1
1874	37011	0	0	1	0	2
1875	37013	1	0	0	3	0
1876	37015	1	0	0	1	0
1877	37017	0	0	0	2	0
1878	37019	0	1	0	2	0
1879	37021	0	2	1	3	1
1880	37023	0	0	1	2	2
1881	37025	0	2	0	4	1
1882	37027	0	0	2	2	1
1883	37029	0	0	0	1	0
1884	37031	1	0	0	2	0
1885	37033	1	0	0	2	1
1886	37035	0	1	0	2	2
1887	37037	1	1	1	3	0
1888	37039	0	0	0	2	3
1889	37041	0	0	0	2	0
1890	37043	0	0	0	2	2
1891	37045	1	0	0	2	1
1892	37047	0	0	1	1	0
1893	37049	1	1	0	3	0
1894	37051	0	4	0	3	0
1895	37053	0	1	0	2	0
1896	37055	1	0	0	2	0
1897	37057	0	1	1	3	1
1898	37059	0	1	0	2	1
1899	37061	1	0	0	2	0
1900	37063	1	5	0	3	2
1901	37065	1	0	0	3	0
1902	37067	0	5	0	3	2
1903	37069	0	1	0	2	0
1904	37071	1	3	0	2	0
1905	37073	1	0	0	1	0
1906	37075	0	0	1	2	1
1907	37077	0	1	0	3	1
1908	37079	2	0	0	3	0
1909	37081	0	3	1	3	2
1910	37083	2	0	0	3	0
1911	37085	1	1	0	3	0
1912	37087	0	0	0	1	1
1913	37089	0	0	1	2	2
1914	37091	2	0	0	2	0
1915	37093	1	0	0	1	0
1916	37095	0	0	0	1	0
1917	37097	0	2	1	2	1
1918	37099	0	0	1	3	3
1919	37101	1	1	0	3	0
1920	37103	1	0	0	2	0
1921	37105	1	0	0	3	0
1922	37107	2	0	0	3	0
1923	37109	1	1	0	1	1
1924	37111	0	0	0	3	4
1925	37113	0	0	0	2	2
1926	37115	0	0	0	3	2
1927	37117	1	0	0	3	0
1928	37119	2	7	0	4	0
1929	37121	0	0	0	2	3
1930	37123	1	0	1	2	0
1931	37125	2	1	1	2	0
1932	37127	1	1	0	3	0
1933	37129	2	1	0	2	1
1934	37131	1	0	0	1	0
1935	37133	1	0	0	2	0
1936	37135	1	1	0	3	1
1937	37137	1	0	0	3	0
1938	37139	2	1	0	3	0
1939	37141	1	0	0	1	0
1940	37143	1	0	0	1	1
1941	37145	1	0	0	3	1
1942	37147	1	1	0	3	0
1943	37149	1	0	1	1	1
1944	37151	0	1	1	3	0
1945	37153	1	1	0	2	0
1946	37155	2	0	1	2	0
1947	37157	0	0	0	2	0
1948	37159	0	1	0	3	1
1949	37161	2	1	0	2	1
1950	37163	2	0	0	3	0
1951	37165	1	1	0	2	0
1952	37167	0	0	0	3	0
1953	37169	0	1	0	2	1
1954	37171	0	0	0	2	1
1955	37173	0	0	1	2	1
1956	37175	0	1	1	2	1
1957	37177	0	0	0	1	0
1958	37179	0	1	0	4	0
1959	37181	0	1	0	2	0
1960	37183	1	7	0	4	0
1961	37185	0	0	0	2	0
1962	37187	0	0	0	1	0
1963	37189	0	0	2	2	0
1964	37191	2	0	0	3	0
1965	37193	0	0	1	3	1
1966	37195	3	0	0	3	0
1967	37197	0	1	0	1	1
1968	37199	0	0	0	2	2
1969	38001	0	0	1	0	1
1970	38003	0	0	4	2	0
1971	38005	0	0	1	0	0
1972	38007	0	0	0	1	0
1973	38009	0	0	2	0	1
1974	38011	0	0	1	1	0
1975	38015	0	0	1	3	0
1976	38017	0	1	3	3	0
1977	38019	0	0	2	0	1
1978	38023	0	0	1	0	0
1979	38025	0	0	1	1	0
1980	38027	0	0	3	0	0
1981	38029	0	0	0	1	0
1982	38031	0	0	3	0	0
1983	38033	0	0	1	0	0
1984	38035	0	0	2	3	0
1985	38037	0	0	0	1	1
1986	38039	0	0	4	0	0
1987	38043	0	0	1	0	0
1988	38045	0	0	1	0	0
1989	38047	0	0	1	0	0
1990	38049	0	0	4	0	1
1991	38053	0	0	3	0	0
1992	38055	0	0	2	0	0
1993	38057	0	0	1	0	0
1994	38059	0	0	1	2	0
1995	38061	0	0	1	0	0
1996	38063	0	0	2	0	0
1997	38065	0	0	1	0	0
1998	38067	0	0	2	0	1
1999	38069	0	0	3	0	1
2000	38071	0	0	2	1	0
2001	38073	0	0	1	0	0
2002	38075	0	0	2	0	0
2003	38077	0	0	3	1	1
2004	38079	0	0	3	0	1
2005	38081	0	0	0	1	1
2006	38083	0	0	2	0	0
2007	38085	0	0	0	0	1
2008	38089	0	0	1	3	0
2009	38091	0	0	2	1	0
2010	38093	0	0	2	2	0
2011	38095	0	0	2	0	2
2012	38097	0	0	2	1	0
2013	38099	0	0	2	2	0
2014	38101	0	0	3	3	0
2015	38103	0	0	4	0	0
2016	38105	0	0	3	3	0
2017	39001	0	0	0	5	1
2018	39003	0	1	5	4	2
2019	39005	0	1	1	4	1
2020	39007	0	2	2	3	1
2021	39009	1	0	2	4	3
2022	39011	0	1	5	3	2
2023	39013	0	0	1	7	2
2024	39015	0	0	2	5	2
2025	39017	0	4	1	7	2
2026	39019	0	0	2	5	0
2027	39021	0	1	2	4	2
2028	39023	0	2	2	4	1
2029	39025	0	2	1	5	1
2030	39027	0	2	1	4	0
2031	39029	0	0	2	6	0
2032	39031	0	0	2	5	0
2033	39033	0	0	2	4	1
2034	39035	0	6	2	8	0
2035	39037	0	1	2	5	4
2036	39039	0	0	5	3	4
2037	39041	0	4	3	7	1
2038	39043	0	1	2	5	0
2039	39045	0	4	2	5	2
2040	39047	0	2	1	5	1
2041	39049	0	8	3	6	4
2042	39051	0	0	4	4	2
2043	39053	1	1	2	4	0
2044	39055	1	2	1	4	1
2045	39057	0	3	1	5	0
2046	39059	1	0	2	5	1
2047	39061	1	4	1	4	1
2048	39063	0	2	3	4	2
2049	39065	0	0	2	4	2
2050	39067	0	0	2	5	0
2051	39069	0	0	4	4	4
2052	39071	0	0	1	4	4
2053	39073	0	0	1	4	3
2054	39075	0	0	3	4	1
2055	39077	0	0	2	4	0
2056	39079	0	0	1	4	4
2057	39081	1	2	1	5	1
2058	39083	0	1	1	5	0
2059	39085	0	3	2	4	1
2060	39087	0	1	3	4	0
2061	39089	0	2	2	5	1
2062	39091	0	1	1	3	3
2063	39093	0	2	2	6	1
2064	39095	0	4	3	8	3
2065	39097	0	1	3	6	0
2066	39099	1	3	2	5	1
2067	39101	0	2	2	6	3
2068	39103	0	1	3	6	3
2069	39105	1	0	1	3	1
2070	39107	0	0	4	5	2
2071	39109	0	2	1	4	1
2072	39111	0	1	0	2	4
2073	39113	0	7	1	5	4
2074	39115	0	0	1	3	1
2075	39117	0	0	2	5	2
2076	39119	0	1	1	5	1
2077	39121	1	0	0	4	1
2078	39123	0	0	1	4	0
2079	39125	0	0	3	2	4
2080	39127	0	0	0	5	3
2081	39129	0	1	1	4	2
2082	39131	0	0	0	4	3
2083	39133	1	3	1	7	1
2084	39135	0	1	1	5	2
2085	39137	0	0	3	3	3
2086	39139	0	2	1	5	2
2087	39141	0	2	2	5	3
2088	39143	0	0	1	4	0
2089	39145	0	1	1	4	2
2090	39147	0	0	3	5	1
2091	39149	0	0	2	4	1
2092	39151	0	4	2	5	1
2093	39153	0	5	1	5	4
2094	39155	1	1	1	6	1
2095	39157	0	2	2	5	1
2096	39159	0	2	4	6	1
2097	39161	0	0	3	4	2
2098	39163	0	0	1	3	3
2099	39165	0	2	2	5	2
2100	39167	1	2	1	4	4
2101	39169	0	2	2	4	4
2102	39171	0	1	3	4	4
2103	39173	0	2	2	5	2
2104	39175	0	1	2	3	3
2105	40001	4	0	0	3	0
2106	40003	1	0	3	2	0
2107	40005	2	0	0	1	1
2108	40007	1	0	0	1	0
2109	40009	0	0	0	2	1
2110	40011	1	0	0	1	0
2111	40013	3	0	1	1	0
2112	40015	1	0	0	2	2
2113	40017	0	1	1	7	2
2114	40019	1	1	0	4	1
2115	40021	5	0	0	2	1
2116	40023	4	0	0	1	0
2117	40025	0	0	0	1	0
2118	40027	2	2	0	5	2
2119	40029	2	0	0	0	1
2120	40031	2	2	2	4	2
2121	40033	1	0	0	1	1
2122	40035	2	0	4	4	2
2123	40037	2	0	4	6	1
2124	40039	1	0	0	2	1
2125	40041	5	0	1	4	0
2126	40043	0	0	0	0	1
2127	40045	1	0	0	1	1
2128	40047	1	0	2	4	0
2129	40049	2	0	0	5	2
2130	40051	1	0	0	3	2
2131	40053	0	0	2	0	0
2132	40055	1	0	0	0	0
2133	40057	0	0	0	1	0
2134	40059	0	0	0	1	0
2135	40061	4	0	0	1	0
2136	40063	3	0	0	1	1
2137	40065	1	0	0	2	0
2138	40067	2	0	0	2	1
2139	40069	2	0	0	2	1
2140	40071	1	0	2	4	0
2141	40073	0	0	0	4	0
2142	40075	1	0	0	1	0
2143	40077	2	0	0	1	0
2144	40079	5	1	0	2	1
2145	40081	1	0	2	5	0
2146	40083	0	0	0	5	0
2147	40085	0	0	0	6	0
2148	40087	1	0	0	5	1
2149	40089	3	0	0	2	1
2150	40091	4	0	0	1	0
2151	40093	1	0	1	2	0
2152	40095	2	0	1	2	0
2153	40097	3	2	1	4	3
2154	40099	1	0	0	3	1
2155	40101	5	0	1	4	2
2156	40103	1	0	2	1	0
2157	40105	1	0	5	2	1
2158	40107	1	0	2	1	0
2159	40109	2	3	0	7	4
2160	40111	2	0	3	3	2
2161	40113	1	2	8	5	1
2162	40115	3	0	1	4	1
2163	40117	0	0	2	3	0
2164	40119	2	0	2	6	0
2165	40121	4	1	1	2	0
2166	40123	3	1	0	3	1
2167	40125	2	1	0	6	2
2168	40127	2	0	0	0	0
2169	40129	0	0	0	1	1
2170	40131	2	0	3	4	3
2171	40133	2	1	0	2	1
2172	40135	4	1	0	2	1
2173	40137	1	0	0	3	1
2174	40139	1	0	0	2	0
2175	40141	1	0	0	0	1
2176	40143	4	3	4	4	5
2177	40145	3	0	2	3	2
2178	40147	1	1	4	5	1
2179	40149	0	0	0	1	0
2180	40151	1	0	3	2	0
2181	40153	1	0	0	3	1
2182	41001	0	0	1	3	2
2183	41003	0	1	3	5	2
2184	41005	0	3	3	6	1
2185	41007	0	1	0	3	1
2186	41009	0	1	1	6	2
2187	41011	0	2	2	5	3
2188	41013	0	1	5	1	2
2189	41015	0	0	0	2	2
2190	41017	0	2	4	4	2
2191	41019	0	1	2	5	2
2192	41021	0	0	2	2	1
2193	41023	0	0	0	3	2
2194	41025	0	0	1	2	1
2195	41027	0	0	1	4	1
2196	41029	0	2	2	5	3
2197	41031	0	1	4	3	2
2198	41033	0	2	0	4	1
2199	41035	0	1	2	3	2
2200	41037	0	0	1	2	1
2201	41039	0	3	4	5	3
2202	41041	0	1	1	4	3
2203	41043	0	1	3	6	4
2204	41045	0	1	3	5	2
2205	41047	1	4	4	7	3
2206	41049	0	0	2	2	3
2207	41051	0	4	2	7	3
2208	41053	0	0	3	6	3
2209	41055	0	0	1	2	1
2210	41057	0	0	0	4	3
2211	41059	0	1	1	4	3
2212	41061	0	0	0	4	2
2213	41063	0	0	1	3	3
2214	41065	0	1	3	4	1
2215	41067	0	4	1	7	2
2216	41069	0	0	0	1	0
2217	41071	0	0	1	8	3
2218	42001	0	3	0	6	1
2219	42003	0	7	2	4	3
2220	42005	0	1	1	4	2
2221	42007	0	1	2	4	1
2222	42009	0	2	0	5	1
2223	42011	0	5	3	5	1
2224	42013	0	4	0	4	3
2225	42015	0	2	4	5	3
2226	42017	0	5	1	6	0
2227	42019	0	4	1	3	2
2228	42021	0	2	1	4	3
2229	42023	0	1	1	1	0
2230	42025	0	2	3	5	1
2231	42027	0	1	2	5	3
2232	42029	0	6	1	6	1
2233	42031	0	2	1	4	1
2234	42033	0	0	1	4	3
2235	42035	0	1	1	3	3
2236	42037	0	3	1	5	2
2237	42039	0	2	1	2	2
2238	42041	0	4	1	5	3
2239	42043	0	4	2	5	3
2240	42045	0	6	1	5	1
2241	42047	0	1	1	3	0
2242	42049	0	4	1	3	1
2243	42051	0	2	2	4	2
2244	42053	0	0	1	2	0
2245	42055	0	2	0	5	1
2246	42057	0	1	0	5	0
2247	42059	0	0	0	5	2
2248	42061	0	2	0	5	2
2249	42063	0	0	1	3	3
2250	42065	0	0	2	4	1
2251	42067	0	0	0	3	2
2252	42069	0	3	3	4	0
2253	42071	0	5	2	6	1
2254	42073	0	3	1	3	1
2255	42075	0	3	2	3	0
2256	42077	0	5	3	5	2
2257	42079	0	5	4	5	1
2258	42081	0	2	2	4	1
2259	42083	0	3	3	5	1
2260	42085	0	3	1	3	1
2261	42087	0	1	0	5	2
2262	42089	0	4	3	5	1
2263	42091	0	7	0	4	3
2264	42093	0	0	0	4	1
2265	42095	0	5	4	5	1
2266	42097	0	1	1	4	2
2267	42099	0	1	1	4	2
2268	42101	0	11	1	5	0
2269	42103	0	2	1	3	0
2270	42105	0	0	2	5	1
2271	42107	0	3	1	6	3
2272	42109	0	1	0	4	2
2273	42111	0	3	1	4	2
2274	42113	0	0	3	5	1
2275	42115	0	0	1	4	1
2276	42117	0	1	3	4	1
2277	42119	0	2	1	4	2
2278	42121	0	1	1	4	0
2279	42123	0	1	2	5	0
2280	42125	0	3	1	4	3
2281	42127	0	1	1	3	2
2282	42129	0	3	1	5	4
2283	42131	0	0	1	3	1
2284	42133	0	3	2	8	0
2285	44001	0	1	0	4	0
2286	44003	0	4	0	3	0
2287	44005	0	2	0	3	0
2288	44007	0	7	0	4	0
2289	44009	0	3	0	3	0
2290	45001	2	1	0	4	0
2291	45003	1	1	2	5	1
2292	45005	1	0	0	5	0
2293	45007	1	2	1	3	1
2294	45009	1	0	0	4	0
2295	45011	2	1	0	3	1
2296	45013	0	1	1	4	0
2297	45015	3	3	1	3	1
2298	45017	2	0	1	3	0
2299	45019	2	6	1	5	1
2300	45021	2	1	0	3	1
2301	45023	1	0	0	3	0
2302	45025	2	0	0	2	0
2303	45027	1	0	0	1	0
2304	45029	2	0	1	4	1
2305	45031	1	2	0	4	0
2306	45033	1	1	0	3	0
2307	45035	2	1	1	3	0
2308	45037	1	0	0	4	0
2309	45039	0	0	0	4	0
2310	45041	0	0	0	3	0
2311	45043	2	2	0	4	1
2312	45045	2	5	2	4	1
2313	45047	2	1	1	3	0
2314	45049	0	1	0	4	0
2315	45051	0	1	0	4	1
2316	45053	1	0	0	3	0
2317	45055	1	1	0	3	1
2318	45057	0	0	0	3	0
2319	45059	2	1	1	4	0
2320	45061	1	0	0	1	0
2321	45063	2	3	1	3	0
2322	45065	1	0	0	2	0
2323	45067	0	0	0	1	0
2324	45069	1	0	0	3	0
2325	45071	0	1	1	3	0
2326	45073	0	0	0	3	0
2327	45075	2	1	0	5	1
2328	45077	0	1	1	4	0
2329	45079	2	5	2	5	0
2330	45081	0	0	1	3	0
2331	45083	5	2	1	4	1
2332	45085	1	1	0	4	0
2333	45087	1	0	0	2	0
2334	45089	0	0	0	3	0
2335	45091	1	2	0	3	0
2336	46003	0	0	2	1	1
2337	46005	0	0	5	1	4
2338	46007	0	0	1	0	0
2339	46009	0	0	4	1	1
2340	46011	0	0	3	2	1
2341	46013	0	0	1	2	2
2342	46015	0	0	1	2	0
2343	46017	0	0	0	0	1
2344	46019	0	0	3	1	1
2345	46021	0	0	0	0	1
2346	46023	0	0	2	0	2
2347	46025	0	0	2	0	1
2348	46027	0	0	3	1	3
2349	46029	0	0	3	2	1
2350	46031	1	0	0	0	1
2351	46033	0	0	2	1	1
2352	46035	0	0	4	2	0
2353	46037	0	0	3	1	1
2354	46039	0	0	1	2	3
2355	46041	1	0	1	0	1
2356	46043	0	0	2	1	0
2357	46045	0	0	1	1	2
2358	46047	0	0	1	0	0
2359	46049	0	0	0	1	2
2360	46051	0	0	3	2	1
2361	46053	0	0	2	0	0
2362	46055	0	0	1	1	0
2363	46057	0	0	1	1	2
2364	46059	0	0	1	2	2
2365	46061	0	0	2	1	0
2366	46063	0	0	0	0	1
2367	46065	0	0	2	2	1
2368	46067	0	0	4	0	1
2369	46069	0	0	0	0	1
2370	46071	0	0	1	1	0
2371	46073	0	0	1	0	1
2372	46075	0	0	1	0	0
2373	46077	0	0	4	2	0
2374	46079	0	0	6	1	1
2375	46081	0	0	2	2	0
2376	46083	0	1	5	2	2
2377	46085	0	0	2	1	1
2378	46087	0	0	4	1	0
2379	46089	0	0	0	1	1
2380	46091	0	0	0	0	2
2381	46093	0	0	4	1	1
2382	46095	0	0	1	0	0
2383	46097	0	0	2	0	0
2384	46099	0	1	5	3	1
2385	46101	0	0	4	1	1
2386	46103	0	1	4	2	1
2387	46105	0	0	1	0	1
2388	46107	0	0	0	1	1
2389	46109	0	0	2	2	1
2390	46111	0	0	2	1	0
2391	46113	0	0	1	0	0
2392	46115	0	1	3	1	2
2393	46117	0	0	2	1	1
2394	46119	0	0	1	0	1
2395	46121	0	0	2	1	0
2396	46123	0	0	1	0	0
2397	46125	0	0	3	1	1
2398	46127	0	0	3	2	4
2399	46129	0	0	1	0	1
2400	46135	0	0	4	2	1
2401	46137	1	0	1	1	1
2402	47001	0	2	0	4	1
2403	47003	2	2	0	2	1
2404	47005	1	0	0	2	2
2405	47007	0	0	2	2	0
2406	47009	0	3	2	3	0
2407	47011	0	2	2	3	0
2408	47013	2	2	0	1	0
2409	47015	0	0	0	1	1
2410	47017	1	0	0	2	2
2411	47019	0	1	0	2	0
2412	47021	0	1	0	1	0
2413	47023	1	0	0	2	0
2414	47025	1	1	0	3	0
2415	47027	0	0	1	0	0
2416	47029	0	0	2	3	0
2417	47031	2	2	1	3	1
2418	47033	2	1	0	1	1
2419	47035	0	1	1	3	1
2420	47037	0	8	1	4	2
2421	47039	1	0	0	1	2
2422	47041	0	0	0	3	1
2423	47043	0	3	0	3	2
2424	47045	4	1	0	3	0
2425	47047	2	1	0	2	0
2426	47049	0	0	0	1	0
2427	47051	1	1	1	2	1
2428	47053	3	2	0	2	0
2429	47055	1	0	2	2	1
2430	47057	0	0	0	2	0
2431	47059	0	1	1	3	0
2432	47061	1	0	2	0	1
2433	47063	1	1	0	3	1
2434	47065	0	3	3	3	2
2435	47067	1	1	1	2	0
2436	47069	3	0	0	2	0
2437	47071	1	0	0	2	0
2438	47073	0	1	0	2	0
2439	47075	1	1	0	2	0
2440	47077	1	0	0	3	2
2441	47079	1	0	1	4	1
2442	47081	1	0	1	1	1
2443	47083	0	0	0	1	0
2444	47085	0	0	0	1	4
2445	47087	0	0	1	1	1
2446	47089	0	0	2	2	0
2447	47091	0	0	1	3	0
2448	47093	0	3	2	6	1
2449	47095	2	0	0	0	0
2450	47097	3	1	0	3	0
2451	47099	1	1	1	1	1
2452	47101	0	0	1	0	2
2453	47103	2	0	0	3	0
2454	47105	0	1	0	3	1
2455	47107	0	1	1	3	1
2456	47109	2	0	0	3	0
2457	47111	0	1	1	2	0
2458	47113	2	2	0	3	0
2459	47115	0	0	3	3	1
2460	47117	1	0	0	1	1
2461	47119	0	1	1	3	0
2462	47121	0	0	1	1	0
2463	47123	0	0	1	3	2
2464	47125	0	2	0	3	0
2465	47127	1	0	1	1	0
2466	47129	0	0	1	1	1
2467	47131	3	1	0	1	0
2468	47133	0	0	0	2	1
2469	47135	0	0	1	0	2
2470	47137	0	0	0	1	0
2471	47139	0	0	2	1	1
2472	47141	0	2	0	4	1
2473	47143	0	1	2	4	1
2474	47145	0	2	0	2	0
2475	47147	0	1	0	3	0
2476	47149	0	2	0	3	2
2477	47151	0	0	0	2	0
2478	47153	0	0	2	1	0
2479	47155	0	2	3	2	0
2480	47157	1	8	1	4	1
2481	47159	0	1	1	1	1
2482	47161	0	0	0	0	1
2483	47163	0	2	0	3	1
2484	47165	0	2	1	4	0
2485	47167	2	0	0	3	0
2486	47169	0	0	1	2	1
2487	47171	0	1	0	3	0
2488	47173	1	0	0	3	1
2489	47175	0	0	1	1	1
2490	47177	1	0	1	4	1
2491	47179	0	3	0	3	1
2492	47181	1	0	1	0	2
2493	47183	3	1	0	2	0
2494	47185	0	0	1	4	1
2495	47187	0	3	0	3	1
2496	47189	0	2	0	3	2
2497	48001	2	3	1	3	1
2498	48003	5	0	0	1	2
2499	48005	1	2	0	3	2
2500	48007	1	0	0	3	1
2501	48009	2	1	2	2	0
2502	48011	3	0	0	0	0
2503	48013	4	2	1	3	2
2504	48015	1	0	0	4	2
2505	48017	2	0	1	1	0
2506	48019	1	0	3	1	2
2507	48021	2	1	1	3	2
2508	48023	1	0	0	0	0
2509	48025	1	1	0	1	1
2510	48027	2	3	1	6	4
2511	48029	3	8	2	7	2
2512	48031	0	0	3	3	1
2513	48033	1	0	1	0	0
2514	48035	1	0	0	3	0
2515	48037	3	3	0	3	0
2516	48039	3	6	1	6	5
2517	48041	2	5	1	6	2
2518	48043	1	0	0	2	2
2519	48045	1	0	0	0	0
2520	48047	1	0	0	2	0
2521	48049	2	1	4	6	2
2522	48051	1	0	1	4	1
2523	48053	0	2	2	6	1
2524	48055	2	1	0	4	0
2525	48057	2	0	1	5	0
2526	48059	1	0	2	1	1
2527	48061	1	4	0	3	3
2528	48063	1	0	0	1	2
2529	48065	4	0	0	1	0
2530	48067	4	0	1	2	2
2531	48069	4	0	2	1	1
2532	48071	1	2	1	4	1
2533	48073	3	1	0	4	2
2534	48075	2	0	0	2	0
2535	48077	2	0	1	2	1
2536	48079	0	0	1	1	0
2537	48081	1	0	3	2	0
2538	48083	3	0	3	2	1
2539	48085	4	7	3	9	4
2540	48087	3	0	0	1	0
2541	48089	4	1	0	2	3
2542	48091	1	3	0	3	3
2543	48093	2	0	2	5	3
2544	48095	0	0	4	1	0
2545	48097	1	1	1	6	1
2546	48099	3	1	0	6	0
2547	48101	2	0	0	0	0
2548	48103	5	0	0	0	0
2549	48105	1	1	1	2	0
2550	48107	2	0	1	0	0
2551	48109	2	0	0	1	0
2552	48111	2	0	0	1	0
2553	48113	5	12	3	9	4
2554	48115	2	0	1	1	0
2555	48117	2	0	1	0	0
2556	48119	3	0	0	2	2
2557	48121	4	6	1	10	2
2558	48123	2	0	0	3	1
2559	48125	1	0	1	1	0
2560	48127	2	2	0	2	0
2561	48129	2	0	0	1	0
2562	48131	2	1	0	2	1
2563	48133	2	1	2	3	3
2564	48135	4	3	1	2	2
2565	48137	1	0	1	1	1
2566	48139	1	5	1	7	2
2567	48141	5	5	1	4	1
2568	48143	0	4	2	5	2
2569	48145	2	1	0	2	1
2570	48147	4	0	1	3	1
2571	48149	1	0	0	3	3
2572	48151	2	0	0	0	0
2573	48153	4	0	0	1	0
2574	48155	0	0	0	1	0
2575	48157	2	9	0	5	4
2576	48159	2	0	0	3	1
2577	48161	2	1	0	3	0
2578	48163	4	1	0	3	0
2579	48165	5	0	0	1	1
2580	48167	2	5	1	5	1
2581	48169	3	0	0	1	0
2582	48171	1	0	2	3	1
2583	48173	0	0	2	0	0
2584	48175	3	1	1	0	1
2585	48177	2	0	0	3	1
2586	48179	3	1	1	1	0
2587	48181	3	4	2	8	1
2588	48183	6	3	1	6	3
2589	48185	2	0	1	4	1
2590	48187	1	3	0	4	2
2591	48189	5	0	3	2	0
2592	48191	2	0	0	1	0
2593	48193	1	1	1	3	0
2594	48195	2	0	0	1	0
2595	48197	1	0	0	1	0
2596	48199	0	1	0	3	0
2597	48201	6	14	3	6	7
2598	48203	5	1	1	3	2
2599	48205	3	0	0	1	0
2600	48207	0	1	0	1	0
2601	48209	3	3	0	7	4
2602	48211	2	1	0	1	1
2603	48213	3	2	1	5	1
2604	48215	2	5	0	5	2
2605	48217	3	1	0	6	1
2606	48219	2	0	2	2	0
2607	48221	0	2	1	6	2
2608	48223	2	2	0	3	2
2609	48225	2	0	0	2	1
2610	48227	2	0	1	2	0
2611	48229	3	0	0	1	0
2612	48231	4	3	2	5	4
2613	48233	3	0	1	2	0
2614	48235	0	0	3	2	0
2615	48237	1	0	0	4	1
2616	48239	3	1	1	3	1
2617	48241	0	0	0	2	0
2618	48243	2	0	0	1	1
2619	48245	0	3	1	4	2
2620	48247	1	0	0	1	0
2621	48249	1	1	0	3	2
2622	48251	1	4	1	8	1
2623	48253	1	0	0	0	0
2624	48255	1	1	0	3	1
2625	48257	2	5	2	5	3
2626	48259	0	0	4	4	1
2627	48261	1	0	0	1	0
2628	48263	2	0	0	0	0
2629	48265	1	1	4	2	1
2630	48267	1	0	1	3	1
2631	48269	1	0	0	0	0
2632	48271	1	0	0	1	0
2633	48273	1	3	0	2	1
2634	48275	0	0	0	1	0
2635	48277	4	2	1	2	3
2636	48279	4	0	2	2	0
2637	48281	1	1	2	2	0
2638	48283	2	1	0	1	0
2639	48285	1	1	0	3	3
2640	48287	1	0	0	5	2
2641	48289	1	1	2	3	0
2642	48291	1	1	0	5	2
2643	48293	3	0	0	4	1
2644	48295	1	0	0	0	0
2645	48297	1	1	1	2	1
2646	48299	0	1	4	2	3
2647	48301	1	0	0	0	0
2648	48303	4	4	3	5	0
2649	48305	2	0	1	0	0
2650	48307	2	0	1	2	1
2651	48309	4	3	0	7	2
2652	48311	3	0	0	0	0
2653	48313	2	0	1	3	0
2654	48315	2	0	1	3	3
2655	48317	2	0	1	1	1
2656	48319	0	1	1	2	1
2657	48321	5	1	0	3	0
2658	48323	2	1	0	3	0
2659	48325	4	1	2	3	2
2660	48327	0	0	1	2	1
2661	48329	9	3	2	4	2
2662	48331	2	0	3	2	1
