,FIPS,MHI_2018,giniIndex
1070,21153,29516,0.4943
1071,21155,38544,0.4454
1072,21157,50731,0.4372
1073,21159,35125,0.4491
1074,21161,41415,0.5079
1075,21163,57963,0.414
1076,21165,39905,0.4163
1077,21167,50475,0.4312
1078,21169,35809,0.4517
1079,21171,34167,0.5282
1080,21173,41974,0.439
1081,21175,34419,0.4619
1082,21177,43110,0.4299
1083,21179,57469,0.4828
1084,21181,41354,0.4552
1085,21183,42826,0.4957
1086,21185,97597,0.4321
1087,21187,45338,0.466
1088,21189,25530,0.5419
1089,21191,52620,0.4022
1090,21193,31046,0.5073
1091,21195,34081,0.509
1092,21197,36958,0.4515
1093,21199,37921,0.4918
1094,21201,38864,0.4812
1095,21203,36468,0.4525
1096,21205,37639,0.4793
1097,21207,36159,0.4376
1098,21209,66966,0.4154
1099,21211,64240,0.4588
1100,21213,48311,0.4316
1101,21215,77738,0.3887
1102,21217,39055,0.4751
1103,21219,41865,0.4927
1104,21221,52279,0.4175
1105,21223,47470,0.4569
1106,21225,42844,0.4204
1107,21227,52007,0.4769
1108,21229,50794,0.4261
1109,21231,34039,0.4693
1110,21233,40947,0.4602
1111,21235,36897,0.493
1112,21237,22458,0.4718
1113,21239,62629,0.4313
1114,22001,41177,0.4787
1115,22003,41009,0.4686
1116,22005,76589,0.4212
1117,22007,44744,0.5025
1118,22009,38077,0.5055
1119,22011,50738,0.4683
1120,22013,30300,0.5024
1121,22015,53806,0.4399
1122,22017,40866,0.5192
1123,22019,49452,0.4663
1124,22021,32174,0.5328
1125,22023,55000,0.4234
1126,22025,38854,0.4745
1127,22027,27303,0.5074
1128,22029,31813,0.5174
1129,22031,44230,0.496
1130,22033,52719,0.502
1131,22035,21161,0.6647
1132,22037,48129,0.4508
1133,22039,32180,0.483
1134,22041,35466,0.4891
1135,22043,40792,0.4357
1136,22045,45274,0.4588
1137,22047,47797,0.4686
1138,22049,38523,0.4806
1139,22051,52558,0.4698
1140,22053,39653,0.4974
1141,22055,54726,0.4883
1142,22057,53089,0.4605
1143,22059,36868,0.4774
1144,22061,34154,0.5385
1145,22063,63159,0.4258
1146,22065,27810,0.5051
1147,22067,33333,0.5129
1148,22069,27795,0.5486
1149,22071,39576,0.5706
1150,22073,41314,0.5067
1151,22075,52386,0.4699
1152,22077,44269,0.5055
1153,22079,44852,0.4761
1154,22081,33446,0.5457
1155,22083,34422,0.4893
1156,22085,39465,0.4888
1157,22087,46011,0.4376
1158,22089,66620,0.4316
1159,22091,39895,0.5066
1160,22093,50661,0.4477
1161,22095,54821,0.4534
1162,22097,33288,0.5146
1163,22099,47974,0.4643
1164,22101,40485,0.4598
1165,22103,67706,0.4642
1166,22105,46297,0.4627
1167,22107,23870,0.4785
1168,22109,48866,0.4691
1169,22111,43083,0.4849
1170,22113,50690,0.4433
1171,22115,47772,0.4419
1172,22117,34985,0.4773
1173,22119,30358,0.4666
1174,22121,60908,0.4356
1175,22123,36528,0.5079
1176,22125,55510,0.4625
1177,22127,35398,0.4845
1178,23001,51412,0.4252
1179,23003,39824,0.4598
1180,23005,69708,0.4543
1181,23007,48053,0.4309
1182,23009,53068,0.4653
1183,23011,52929,0.4372
1184,23013,55402,0.434
1185,23015,55180,0.4469
1186,23017,47275,0.4152
1187,23019,49374,0.454
1188,23021,39470,0.4497
1189,23023,62131,0.4254
1190,23025,42491,0.444
1191,23027,51564,0.4431
1192,23029,41384,0.461
1193,23031,65538,0.4328
1194,24001,44065,0.448
1195,24003,97810,0.4112
1196,24005,74127,0.45
1197,24009,104301,0.3757
1198,24011,54956,0.4331
1199,24013,93363,0.3992
1200,24015,72845,0.4066
1201,24017,95924,0.3813
1202,24019,52145,0.4789
1203,24021,91999,0.4067
1204,24023,49619,0.438
1205,24025,85942,0.415
1206,24027,117730,0.4038
1207,24029,56009,0.483
1208,24031,106287,0.4624
1209,24033,81969,0.3988
1210,24035,92167,0.4102
1211,24037,90438,0.4007
1212,24039,42165,0.4553
1213,24041,67204,0.5266
1214,24043,59719,0.4462
1215,24045,56608,0.4368
1216,24047,61145,0.4559
1217,24510,48840,0.513
1218,25001,70621,0.4589
1219,25003,56674,0.4645
1220,25005,66157,0.4563
1221,25007,71224,0.502
1222,25009,75878,0.484
1223,25011,59522,0.4533
1224,25013,53403,0.4704
1225,25015,67044,0.4621
1226,25017,97012,0.468
1227,25019,105171,0.4775
1228,25021,99511,0.4774
1229,25023,85654,0.4494
1230,25025,64582,0.5365
1231,25027,71895,0.4553
1232,26001,39735,0.4313
1233,26003,46007,0.4146
1234,26005,59883,0.4053
1235,26007,41991,0.4391
1236,26009,52589,0.4675
1237,26011,40769,0.4209
1238,26013,42444,0.4528
1239,26015,61016,0.3916
1240,26017,48005,0.4387
1241,26019,56639,0.4048
1242,26021,49135,0.4807
1243,26023,50536,0.4117
1244,26025,47426,0.4435
1245,26027,53571,0.4473
1246,26029,53207,0.47
1247,26031,46161,0.422
1248,26033,44483,0.4534
1249,26035,37369,0.4513
1250,26037,67482,0.4221
1251,26039,47443,0.407
1252,26041,46490,0.4378
1253,26043,48966,0.4411
1254,26045,62474,0.4149
1255,26047,54055,0.4594
1256,26049,47006,0.465
1257,26051,43290,0.4407
1258,26053,38798,0.487
1259,26055,61485,0.4484
1260,26057,44991,0.4575
1261,26059,48392,0.4344
1262,26061,42852,0.4724
1263,26063,46320,0.4335
1264,26065,50940,0.4757
1265,26067,54343,0.395
1266,26069,42102,0.4217
1267,26071,38918,0.4334
1268,26073,44408,0.4803
1269,26075,51431,0.4439
1270,26077,54431,0.4673
1271,26079,46004,0.4213
1272,26081,60351,0.4578
1273,26083,49779,0.4421
1274,26085,34631,0.4397
1275,26087,58952,0.4135
1276,26089,63831,0.4642
1277,26091,53972,0.417
1278,26093,80897,0.402
1279,26095,42255,0.3926
1280,26097,46507,0.4406
1281,26099,60466,0.4255
1282,26101,47172,0.4408
1283,26103,50771,0.433
1284,26105,49663,0.4694
1285,26107,44460,0.4559
1286,26109,45508,0.4465
1287,26111,59271,0.4743
1288,26113,44766,0.4014
1289,26115,61514,0.4128
1290,26117,47000,0.4196
1291,26119,42305,0.3979
1292,26121,48329,0.4367
1293,26123,46724,0.4397
1294,26125,76387,0.4687
1295,26127,46217,0.4224
1296,26129,40150,0.4143
1297,26131,38906,0.4096
1298,26133,42689,0.43
1299,26135,40255,0.4396
1300,26137,52645,0.4143
1301,26139,67468,0.4144
1302,26141,46439,0.428
1303,26143,40302,0.4339
1304,26145,46919,0.4644
1305,26147,55240,0.4327
1306,26149,50117,0.4224
1307,26151,45277,0.4342
1308,26153,40747,0.4295
1309,26155,54742,0.4041
1310,26157,47694,0.4181
1311,26159,52351,0.4398
1312,26161,69434,0.4826
1313,26163,45321,0.4974
1314,26165,44166,0.4321
1315,27001,45989,0.4275
1316,27003,79923,0.3903
1317,27005,59278,0.4331
1318,27007,47410,0.4512
1319,27009,56357,0.4192
1320,27011,51920,0.4494
1321,27013,55861,0.443
1322,27015,57728,0.4103
1323,27017,60390,0.4071
1324,27019,97895,0.4279
1325,27021,50173,0.437
1326,27023,54552,0.4185
1327,27025,80409,0.3572
1328,27027,65000,0.4139
1329,27029,46291,0.4636
1330,27031,52271,0.4307
1331,27033,53354,0.4051
1332,27035,54508,0.4527
1333,27037,83288,0.4135
1334,27039,71669,0.3795
1335,27041,60676,0.4411
1336,27043,52286,0.4317
1337,27045,59451,0.406
1338,27047,52447,0.4189
1339,27049,64765,0.4171
1340,27051,55912,0.4472
1341,27053,74113,0.4872
1342,27055,58729,0.3941
1343,27057,55472,0.4191
1344,27059,72473,0.389
1345,27061,53022,0.4285
1346,27063,57010,0.4418
1347,27065,53300,0.4019
1348,27067,59089,0.4338
1349,27069,57112,0.4007
1350,27071,47129,0.4583
1351,27073,52199,0.4542
1352,27075,59516,0.3855
1353,27077,49068,0.361
1354,27079,67451,0.3955
1355,27081,52301,0.4316
1356,27083,55525,0.4652
1357,27085,61275,0.4113
1358,27087,44537,0.4381
1359,27089,58723,0.3922
1360,27091,53915,0.4358
1361,27093,61856,0.4281
1362,27095,53888,0.4191
1363,27097,54962,0.4342
1364,27099,53665,0.4485
1365,27101,57500,0.4055
1366,27103,65027,0.42
1367,27105,54149,0.4307
1368,27107,55206,0.4143
1369,27109,74880,0.452
1370,27111,57131,0.4283
1371,27113,59036,0.4163
1372,27115,49138,0.4385
1373,27117,52309,0.4641
1374,27119,57151,0.4281
1375,27121,58132,0.4212
1376,27123,62304,0.4655
1377,27125,56588,0.4097
1378,27127,53230,0.4171
1379,27129,57886,0.4402
1380,27131,65758,0.4275
1381,27133,59890,0.4288
1382,27135,59644,0.3869
1383,27137,53344,0.4465
1384,27139,97744,0.3965
1385,27141,85818,0.3699
1386,27143,62761,0.4063
1387,27145,60606,0.4302
1388,27147,62731,0.4055
1389,27149,58363,0.493
1390,27151,48577,0.4576
1391,27153,52872,0.4108
1392,27155,48784,0.4292
1393,27157,65138,0.4109
1394,27159,45860,0.423
1395,27161,55612,0.4175
1396,27163,92376,0.4176
1397,27165,51097,0.4328
1398,27167,54935,0.4498
1399,27169,55529,0.4415
1400,27171,81881,0.3863
1401,27173,56943,0.4162
1402,28001,29203,0.5368
1403,28003,40180,0.4411
1404,28005,31854,0.4923
1405,28007,34756,0.5054
1406,28009,35974,0.4742
1407,28011,29912,0.5149
1408,28013,36440,0.4339
1409,28015,43060,0.4489
1410,28017,35939,0.4621
1411,28019,37203,0.4432
1412,28021,26732,0.4934
1413,28023,39246,0.4762
1414,28025,35121,0.4919
1415,28027,30009,0.5193
1416,28029,40361,0.4556
1417,28031,35931,0.4355
1418,28033,65169,0.4052
1419,28035,40675,0.4891
1420,28037,40810,0.4643
1421,28039,48319,0.4442
1422,28041,49447,0.4116
1423,28043,36877,0.4787
1424,28045,47543,0.4495
1425,28047,45566,0.4581
1426,28049,43005,0.4732
1427,28051,21093,0.5592
1428,28053,28507,0.5034
1429,28055,25776,0.5841
1430,28057,40510,0.4299
1431,28059,51142,0.4437
1432,28061,35931,0.4846
1433,28063,20188,0.4982
1434,28065,30083,0.5017
1435,28067,41263,0.4783
1436,28069,28176,0.4562
1437,28071,47132,0.5105
1438,28073,58188,0.4588
1439,28075,41704,0.4918
1440,28077,42290,0.4495
1441,28079,33482,0.4705
1442,28081,47978,0.4701
1443,28083,26052,0.5765
1444,28085,40355,0.4756
1445,28087,45355,0.4665
1446,28089,71690,0.483
1447,28091,31446,0.4942
1448,28093,41572,0.4503
1449,28095,40940,0.4685
1450,28097,33667,0.5035
1451,28099,36875,0.47
1452,28101,33831,0.5074
1453,28103,36000,0.4659
1454,28105,38800,0.5347
1455,28107,36563,0.4598
1456,28109,45820,0.4342
1457,28111,39007,0.4818
1458,28113,30910,0.5263
1459,28115,41379,0.4451
1460,28117,37519,0.4742
1461,28119,25510,0.469
1462,28121,64557,0.4076
1463,28123,33735,0.5323
1464,28125,28799,0.4779
1465,28127,37946,0.4682
1466,28129,41657,0.4772
1467,28131,44883,0.4449
1468,28133,30029,0.5042
1469,28135,30028,0.5138
1470,28137,51056,0.4373
1471,28139,39839,0.4444
1472,28141,37312,0.4352
1473,28143,37822,0.496
1474,28145,41287,0.4214
1475,28147,29804,0.5575
1476,28149,43039,0.4663
1477,28151,30834,0.5328
1478,28153,37970,0.4919
1479,28155,40683,0.4588
1480,28157,26599,0.4697
1481,28159,36214,0.5283
1482,28161,41864,0.4005
1483,28163,31402,0.5377
1484,29001,40046,0.5131
1485,29003,55683,0.4149
1486,29005,48385,0.4172
1487,29007,43761,0.4391
1488,29009,41463,0.4506
1489,29011,41625,0.4774
1490,29013,46186,0.4537
1491,29015,38028,0.487
1492,29017,42985,0.4113
1493,29019,54043,0.4673
1494,29021,50457,0.4405
1495,29023,39058,0.4802
1496,29025,48033,0.4107
1497,29027,55376,0.3938
1498,29029,52087,0.4569
1499,29031,51730,0.4552
1500,29033,42149,0.4603
1501,29035,39415,0.4526
1502,29037,67659,0.3982
1503,29039,39412,0.4534
1504,29041,46992,0.4478
1505,29043,57019,0.409
1506,29045,47955,0.459
1507,29047,68367,0.4116
1508,29049,58510,0.3921
1509,29051,57587,0.4265
1510,29053,48750,0.4074
1511,29055,38036,0.442
1512,29057,39979,0.4078
1513,29059,41551,0.4668
1514,29061,50380,0.4196
1515,29063,50000,0.4162
1516,29065,39916,0.4669
1517,29067,34372,0.4583
1518,29069,34186,0.4807
1519,29071,55312,0.4284
1520,29073,53439,0.4251
1521,29075,42689,0.4144
1522,29077,44808,0.4659
1523,29079,42574,0.4361
1524,29081,40168,0.4018
1525,29083,43911,0.4544
1526,29085,36190,0.4117
1527,29087,45610,0.4053
1528,29089,50372,0.401
1529,29091,36143,0.4693
1530,29093,37188,0.4317
1531,29095,52805,0.4657
1532,29097,46929,0.4403
1533,29099,63030,0.389
1534,29101,53056,0.3886
1535,29103,40383,0.4607
1536,29105,46192,0.4087
1537,29107,54661,0.4273
1538,29109,43373,0.4314
1539,29111,47764,0.4233
1540,29113,61628,0.4031
1541,29115,43642,0.419
1542,29117,47885,0.4268
1543,29119,42019,0.4321
1544,29121,40007,0.3952
1545,29123,41322,0.4373
1546,29125,44436,0.4332
1547,29127,46762,0.4258
1548,29129,44085,0.4085
1549,29131,42718,0.4493
1550,29133,32846,0.4931
1551,29135,54828,0.4033
1552,29137,43973,0.4133
1553,29139,45862,0.3981
1554,29141,37727,0.4666
1555,29143,35399,0.4543
1556,29145,49023,0.4631
1557,29147,43349,0.4591
1558,29149,32534,0.4448
1559,29151,58476,0.3756
1560,29153,32601,0.4518
1561,29155,33390,0.4895
1562,29157,54964,0.3754
1563,29159,44382,0.4351
1564,29161,42846,0.4832
1565,29163,45753,0.4245
1566,29165,76912,0.4291
1567,29167,44892,0.4293
1568,29169,51665,0.3836
1569,29171,37367,0.449
1570,29173,55546,0.3961
1571,29175,46610,0.4243
1572,29177,59857,0.4056
1573,29179,40929,0.4368
1574,29181,33343,0.427
1575,29183,81411,0.3975
1576,29185,38470,0.4333
1577,29186,56234,0.3986
1578,29187,45774,0.4278
1579,29189,65300,0.4904
1580,29195,43201,0.4354
1581,29197,39697,0.449
1582,29199,42965,0.4938
1583,29201,42231,0.4682
1584,29203,32180,0.4501
1585,29205,44051,0.4211
1586,29207,40567,0.4309
1587,29209,46443,0.4607
1588,29211,42604,0.411
1589,29213,41487,0.4165
1590,29215,35277,0.464
1591,29217,43379,0.4589
1592,29219,57948,0.4258
1593,29221,39621,0.428
1594,29223,34391,0.4427
1595,29225,47421,0.4132
1596,29227,52500,0.388
1597,29229,32752,0.4908
1598,29510,41107,0.5081
1599,30001,44809,0.4963
1600,30003,46365,0.4254
1601,30005,38083,0.4288
1602,30007,56469,0.432
1603,30009,57538,0.4125
1604,30011,44196,0.5126
1605,30013,48160,0.4691
1606,30015,40942,0.435
1607,30017,55841,0.4275
1608,30019,54750,0.4329
1609,30021,59820,0.4189
1610,30023,41783,0.4577
1611,30025,60750,0.4237
1612,30027,50327,0.4311
1613,30029,52966,0.4546
1614,30031,61499,0.4626
1615,30033,45893,0.4657
1616,30035,31029,0.5209
1617,30037,39952,0.4489
1618,30039,48958,0.4779
1619,30041,47141,0.4324
1620,30043,66867,0.4061
1621,30045,45764,0.4585
1622,30047,45488,0.468
1623,30049,62130,0.4103
1624,30051,47419,0.5684
1625,30053,38287,0.4779
1626,30055,47500,0.4
1627,30057,50247,0.4432
1628,30059,43109,0.4024
1629,30061,41905,0.4565
1630,30063,51270,0.4767
1631,30065,41612,0.4199
1632,30067,49194,0.4446
1633,30069,44688,0.4212
1634,30071,46222,0.4175
1635,30073,45458,0.4544
1636,30075,52457,0.3945
1637,30077,49652,0.4138
1638,30079,47250,0.4494
1639,30081,48930,0.4613
1640,30083,67272,0.3919
1641,30085,42904,0.4791
1642,30087,56549,0.4289
1643,30089,36984,0.4663
1644,30091,54321,0.4513
1645,30093,42237,0.4806
1646,30095,63785,0.3948
1647,30097,49514,0.4258
1648,30099,51862,0.4289
1649,30101,46823,0.4844
1650,30103,42292,0.4012
1651,30105,55882,0.409
1652,30107,41186,0.412
1653,30109,50202,0.3573
1654,30111,59117,0.4586
1655,31001,51536,0.4607
1656,31003,48716,0.4315
1657,31005,43854,0.4665
1658,31007,59625,0.5146
1659,31009,50870,0.3731
1660,31011,54063,0.4191
1661,31013,56412,0.3908
1662,31015,50729,0.4468
1663,31017,41550,0.4766
1664,31019,56952,0.4498
1665,31021,51482,0.43
1666,31023,55562,0.3874
1667,31025,71139,0.3927
1668,31027,58978,0.4171
1669,31029,55833,0.382
1670,31031,53684,0.4118
1671,31033,56538,0.4309
1672,31035,56316,0.3962
1673,31037,56528,0.3744
1674,31039,55190,0.4142
1675,31041,49891,0.5024
1676,31043,55017,0.4173
1677,31045,51748,0.4053
1678,31047,53769,0.4144
1679,31049,48500,0.405
1680,31051,56775,0.4033
1681,31053,53101,0.4282
1682,31055,61688,0.4694
1683,31057,44350,0.4248
1684,31059,55625,0.443
1685,31061,49235,0.4146
1686,31063,51855,0.442
1687,31065,47989,0.4205
1688,31067,51662,0.4123
1689,31069,44471,0.5065
1690,31071,48545,0.4097
1691,31073,62545,0.4128
1692,31075,39479,0.442
1693,31077,47128,0.409
1694,31079,54742,0.4407
1695,31081,64042,0.38
1696,31083,50344,0.4092
1697,31085,45515,0.4539
1698,31087,42902,0.4533
1699,31089,57468,0.4124
1700,31091,39115,0.4188
1701,31093,54399,0.3737
1702,31095,43295,0.4558
1703,31097,52794,0.4187
1704,31099,56952,0.4245
1705,31101,48901,0.4243
1706,31103,49688,0.4274
1707,31105,43856,0.3932
1708,31107,49752,0.4171
1709,31109,58009,0.4418
1710,31111,56794,0.437
1711,31113,51607,0.3482
1712,31115,53125,0.3999
1713,31117,48882,0.4108
1714,31119,52857,0.4362
1715,31121,54197,0.4206
1716,31123,45121,0.4246
1717,31125,45833,0.4803
1718,31127,51922,0.4225
1719,31129,42049,0.4505
1720,31131,54828,0.4194
1721,31133,46314,0.4557
1722,31135,62469,0.4365
1723,31137,57241,0.4224
1724,31139,56620,0.4048
1725,31141,62617,0.4135
1726,31143,61962,0.398
1727,31145,46859,0.4174
1728,31147,48096,0.4305
1729,31149,52604,0.436
1730,31151,51143,0.3916
1731,31153,79549,0.3841
1732,31155,66718,0.3904
1733,31157,50157,0.4602
1734,31159,67591,0.3992
1735,31161,41719,0.477
1736,31163,51172,0.3968
1737,31165,46875,0.402
1738,31167,62687,0.411
1739,31169,50734,0.4002
1740,31171,50682,0.4075
1741,31173,48149,0.4761
1742,31175,55170,0.4459
1743,31177,70753,0.4039
1744,31179,62623,0.4235
1745,31181,42298,0.463
1746,31183,52083,0.3644
1747,31185,59779,0.4588
1748,32001,51514,0.4112
1749,32003,56802,0.4614
1750,32005,62503,0.4382
1751,32007,77209,0.3866
1752,32009,40000,0.3543
1753,32011,77625,0.3971
1754,32013,70373,0.3659
1755,32015,93583,0.3551
1756,32017,56414,0.368
1757,32019,55493,0.3962
1758,32021,41163,0.4289
1759,32023,45711,0.4194
1760,32027,50846,0.4214
1761,32029,62284,0.4175
1762,32031,61155,0.4581
1763,32033,62993,0.3983
1764,32510,52034,0.4543
1765,33001,68368,0.4292
1766,33003,61116,0.4503
1767,33005,63057,0.4563
1768,33007,45696,0.4356
1769,33009,63153,0.4773
1770,33011,78655,0.4299
1771,33013,72478,0.4285
1772,33015,90429,0.4199
1773,33017,70650,0.432
1774,33019,60780,0.4179
1775,34001,59989,0.4615
1776,34003,95837,0.4776
1777,34005,84992,0.4344
1778,34007,67118,0.4693
1779,34009,63690,0.4809
1780,34011,52593,0.4512
1781,34013,59302,0.5529
1782,34015,85160,0.4148
1783,34017,66289,0.5049
1784,34019,112535,0.4335
1785,34021,79990,0.4999
1786,34023,85954,0.4319
1787,34025,95699,0.4729
1788,34027,111316,0.4579
1789,34029,68021,0.4506
1790,34031,66476,0.4732
1791,34033,64309,0.4469
1792,34035,111772,0.4566
1793,34037,90520,0.4098
1794,34039,77095,0.4973
1795,34041,78145,0.4182
1796,35001,51643,0.4751
1797,35003,42480,0.3511
1798,35005,43197,0.4596
1799,35006,37368,0.4496
1800,35007,33783,0.4482
1801,35009,46182,0.4559
1802,35011,31028,0.441
1803,35013,39164,0.4929
1804,35015,62982,0.4269
1805,35017,37880,0.4905
1806,35019,24085,0.468
1807,35021,30875,0.6289
1808,35023,36339,0.4806
1809,35025,59797,0.4402
1810,35027,42267,0.4789
1811,35028,115248,0.3941
1812,35029,27377,0.4835
1813,35031,31674,0.5172
1814,35033,26968,0.4806
1815,35035,42752,0.4579
1816,35037,27075,0.4598
1817,35039,,
1818,35041,40775,0.4514
1819,35043,59420,0.4293
1820,35045,50582,0.4518
1821,35047,31660,0.5035
1822,35049,59192,0.4843
1823,35051,30451,0.5345
1824,35053,36146,0.4782
1825,35055,36758,0.4874
1826,35057,37218,0.4542
1827,35059,37936,0.5052
1828,35061,45084,0.4361
1829,36001,64535,0.4592
1830,36003,47033,0.4157
1831,36005,38085,0.5105
1832,36007,50859,0.4591
1833,36009,47240,0.4256
1834,36011,56579,0.4267
1835,36013,45332,0.447
1836,36015,53299,0.4486
1837,36017,50595,0.4279
1838,36019,55178,0.4216
1839,36021,63032,0.4645
1840,36023,54489,0.4354
1841,36025,48827,0.4337
1842,36027,78028,0.4453
1843,36029,55673,0.4668
1844,36031,56196,0.4302
1845,36033,51696,0.4492
1846,36035,50248,0.4228
1847,36037,59338,0.4073
1848,36039,53617,0.4411
1849,36041,57552,0.3933
1850,36043,51862,0.4147
1851,36045,52268,0.4181
1852,36047,56015,0.5273
1853,36049,52380,0.4126
1854,36051,56071,0.415
1855,36053,60228,0.4212
1856,36055,57479,0.4646
1857,36057,45837,0.4576
1858,36059,111240,0.457
1859,36061,82459,0.5971
1860,36063,54085,0.4411
1861,36065,53844,0.459
1862,36067,59225,0.4633
1863,36069,63359,0.4531
1864,36071,76716,0.438
1865,36073,51843,0.4141
1866,36075,53597,0.4335
1867,36077,53121,0.4433
1868,36079,102186,0.4245
1869,36081,64987,0.4515
1870,36083,65851,0.4317
1871,36085,79267,0.4566
1872,36087,91108,0.4608
1873,36089,49305,0.4407
1874,36091,80839,0.4198
1875,36093,63785,0.4411
1876,36095,53989,0.4227
1877,36097,51479,0.4014
1878,36099,54695,0.4318
1879,36101,51789,0.4516
1880,36103,96675,0.4423
1881,36105,56256,0.4633
1882,36107,60736,0.4292
1883,36109,58743,0.4887
1884,36111,63348,0.462
1885,36113,59813,0.4367
1886,36115,54114,0.4166
1887,36117,55765,0.4189
1888,36119,92758,0.5405
1889,36121,57914,0.4015
1890,36123,54343,0.4512
1891,37001,45735,0.46
1892,37003,44961,0.4671
1893,37005,37558,0.4237
1894,37007,39126,0.4417
1895,37009,40978,0.447
1896,37011,38134,0.4715
1897,37013,43688,0.4875
1898,37015,33143,0.5027
1899,37017,32378,0.4969
1900,37019,54406,0.4461
1901,37021,50668,0.4705
1902,37023,42516,0.4623
1903,37025,64174,0.432
1904,37027,42072,0.4483
1905,37029,63349,0.368
1906,37031,54428,0.4561
1907,37033,43961,0.4336
1908,37035,51157,0.4536
1909,37037,63531,0.4899
1910,37039,40294,0.4123
1911,37041,42621,0.4474
1912,37043,38801,0.4871
1913,37045,40393,0.4694
1914,37047,36398,0.5096
1915,37049,50870,0.4503
1916,37051,45716,0.447
1917,37053,66284,0.3867
1918,37055,58012,0.4299
1919,37057,47271,0.4345
1920,37059,57611,0.4494
1921,37061,38850,0.4408
1922,37063,58190,0.475
1923,37065,35516,0.472
1924,37067,50128,0.4985
1925,37069,53175,0.421
1926,37071,49384,0.4599
1927,37073,52205,0.397
1928,37075,36525,0.4418
1929,37077,55628,0.4291
1930,37079,38306,0.4337
1931,37081,51072,0.4847
1932,37083,34251,0.4969
1933,37085,51630,0.4177
1934,37087,49800,0.4634
1935,37089,52815,0.435
1936,37091,37005,0.443
1937,37093,47535,0.416
1938,37095,45466,0.3983
1939,37097,58198,0.4736
1940,37099,44028,0.4473
1941,37101,56842,0.4148
1942,37103,36892,0.4662
1943,37105,48873,0.4405
1944,37107,38387,0.4653
1945,37109,53318,0.4575
1946,37111,40913,0.4415
1947,37113,43597,0.4773
1948,37115,42410,0.4719
1949,37117,39205,0.4835
1950,37119,64312,0.4881
1951,37121,44186,0.4256
1952,37123,42346,0.4786
1953,37125,57899,0.4681
1954,37127,48362,0.4735
1955,37129,52716,0.4917
1956,37131,35499,0.45
1957,37133,49491,0.4034
1958,37135,68211,0.5194
1959,37137,44947,0.4642
1960,37139,48279,0.4389
1961,37141,52989,0.4735
1962,37143,45915,0.439
1963,37145,48811,0.4414
1964,37147,44315,0.4926
1965,37149,48834,0.4498
1966,37151,45006,0.4439
1967,37153,36091,0.4628
1968,37155,33679,0.4891
1969,37157,42490,0.448
1970,37159,48667,0.451
1971,37161,40347,0.4601
1972,37163,39068,0.4817
1973,37165,35617,0.4639
1974,37167,49590,0.4181
1975,37169,46169,0.4293
1976,37171,41068,0.4805
1977,37173,36773,0.4656
1978,37175,46629,0.4327
1979,37177,35472,0.4158
1980,37179,75397,0.4558
1981,37181,37282,0.5215
1982,37183,76956,0.4446
1983,37185,35962,0.4874
1984,37187,35512,0.4626
1985,37189,45268,0.5047
1986,37191,42192,0.4707
1987,37193,40829,0.4764
1988,37195,42850,0.4681
1989,37197,42876,0.4292
1990,37199,39888,0.4431
1991,38001,54875,0.4604
1992,38003,57064,0.448
1993,38005,44313,0.5207
1994,38007,92604,0.4494
1995,38009,59882,0.4463
1996,38011,65063,0.431
1997,38013,74931,0.4247
1998,38015,69719,0.433
1999,38017,62031,0.4708
2000,38019,67591,0.4774
2001,38021,60918,0.427
2002,38023,60074,0.5125
2003,38025,70500,0.5215
2004,38027,51563,0.5029
2005,38029,51029,0.4556
2006,38031,60613,0.395
2007,38033,56087,0.4474
2008,38035,51951,0.4814
2009,38037,50962,0.5165
2010,38039,52794,0.463
2011,38041,56761,0.4832
2012,38043,57734,0.4679
2013,38045,59426,0.4697
2014,38047,58144,0.4371
2015,38049,62637,0.4805
2016,38051,50739,0.4493
2017,38053,80732,0.4616
2018,38055,65648,0.4121
2019,38057,79890,0.3883
2020,38059,67584,0.4587
2021,38061,70678,0.4752
2022,38063,48798,0.4554
2023,38065,68333,0.4072
2024,38067,64962,0.4405
2025,38069,48802,0.4546
2026,38071,57313,0.4946
2027,38073,61810,0.433
2028,38075,68182,0.3848
2029,38077,61990,0.4119
2030,38079,39884,0.5039
2031,38081,67200,0.3781
2032,38083,49261,0.4789
2033,38085,40862,0.5365
2034,38087,63942,0.3953
2035,38089,75708,0.4461
2036,38091,65848,0.416
2037,38093,57642,0.4359
2038,38095,53696,0.4878
2039,38097,62870,0.4338
2040,38099,54414,0.4336
2041,38101,67753,0.421
2042,38103,57989,0.446
2043,38105,86575,0.4397
2044,39001,36894,0.4933
2045,39003,50552,0.4417
2046,39005,52730,0.4087
2047,39007,44823,0.4439
2048,39009,37778,0.5096
2049,39011,61758,0.3997
2050,39013,49361,0.4448
2051,39015,52356,0.4129
2052,39017,63358,0.4424
2053,39019,52394,0.442
2054,39021,57103,0.3797
2055,39023,48502,0.4305
2056,39025,64822,0.4403
2057,39027,51354,0.4484
2058,39029,46306,0.4472
2059,39031,44491,0.424
2060,39033,42892,0.4447
2061,39035,48435,0.5124
2062,39037,52691,0.4017
2063,39039,57665,0.4009
2064,39041,104322,0.4279
2065,39043,52270,0.4559
2066,39045,66175,0.4244
2067,39047,46478,0.4324
2068,39049,58762,0.4658
2069,39051,60231,0.3969
2070,39053,42113,0.4454
2071,39055,79956,0.4657
2072,39057,67109,0.4444
2073,39059,43975,0.4348
2074,39061,54976,0.5021
2075,39063,55644,0.432
2076,39065,48773,0.3957
