,FIPS,MHI_2018,giniIndex
2077,39067,48462,0.4122
2078,39069,59083,0.3783
2079,39071,43297,0.4428
2080,39073,50000,0.4113
2081,39075,62111,0.4275
2082,39077,51559,0.4122
2083,39079,45340,0.4133
2084,39081,44819,0.4718
2085,39083,55131,0.4026
2086,39085,63475,0.4198
2087,39087,44372,0.4483
2088,39089,62715,0.4296
2089,39091,55150,0.42
2090,39093,56965,0.448
2091,39095,46924,0.488
2092,39097,65264,0.4102
2093,39099,44682,0.4736
2094,39101,45464,0.4336
2095,39103,74243,0.4089
2096,39105,43591,0.4669
2097,39107,59417,0.4078
2098,39109,57544,0.4175
2099,39111,43956,0.4625
2100,39113,49314,0.467
2101,39115,41731,0.4449
2102,39117,56010,0.4165
2103,39119,45276,0.4492
2104,39121,47456,0.4543
2105,39123,57918,0.4236
2106,39125,51933,0.4027
2107,39127,48811,0.4149
2108,39129,62214,0.403
2109,39131,43729,0.4377
2110,39133,56618,0.4495
2111,39135,55374,0.4024
2112,39137,62001,0.3865
2113,39139,47346,0.43
2114,39141,48403,0.4466
2115,39143,51701,0.4149
2116,39145,39731,0.4926
2117,39147,49936,0.4288
2118,39149,61042,0.4059
2119,39151,52190,0.4383
2120,39153,55448,0.4687
2121,39155,45975,0.4494
2122,39157,51170,0.4172
2123,39159,82775,0.4045
2124,39161,52754,0.415
2125,39163,42114,0.4146
2126,39165,83330,0.427
2127,39167,48572,0.4593
2128,39169,56348,0.4231
2129,39171,49491,0.4008
2130,39173,59789,0.4531
2131,39175,52940,0.4119
2132,40001,32986,0.4606
2133,40003,59569,0.4764
2134,40005,38821,0.4879
2135,40007,51996,0.4219
2136,40009,48725,0.4498
2137,40011,50391,0.4485
2138,40013,43245,0.4664
2139,40015,44588,0.4462
2140,40017,71157,0.4011
2141,40019,49216,0.453
2142,40021,40936,0.454
2143,40023,32129,0.5136
2144,40025,46071,0.4623
2145,40027,62863,0.4317
2146,40029,40000,0.5063
2147,40031,52227,0.45
2148,40033,51623,0.3936
2149,40035,41701,0.4231
2150,40037,49578,0.4484
2151,40039,48884,0.476
2152,40041,39742,0.4579
2153,40043,50037,0.4872
2154,40045,52705,0.4598
2155,40047,51332,0.4362
2156,40049,45066,0.4411
2157,40051,58177,0.4407
2158,40053,56287,0.4029
2159,40055,38322,0.4462
2160,40057,41607,0.4384
2161,40059,50114,0.426
2162,40061,39375,0.4455
2163,40063,39265,0.4893
2164,40065,45757,0.4334
2165,40067,37319,0.435
2166,40069,40077,0.4454
2167,40071,45426,0.4459
2168,40073,60656,0.4627
2169,40075,38209,0.4318
2170,40077,42363,0.4819
2171,40079,39769,0.4561
2172,40081,49362,0.4479
2173,40083,62035,0.4515
2174,40085,52007,0.3903
2175,40087,64492,0.4153
2176,40089,35829,0.4526
2177,40091,37086,0.4598
2178,40093,54118,0.4344
2179,40095,45828,0.4522
2180,40097,48853,0.4267
2181,40099,51490,0.4402
2182,40101,42689,0.4736
2183,40103,53253,0.4474
2184,40105,41895,0.4238
2185,40107,38527,0.4407
2186,40109,52855,0.4891
2187,40111,42175,0.457
2188,40113,47789,0.4414
2189,40115,39070,0.4457
2190,40117,47413,0.4398
2191,40119,40944,0.5249
2192,40121,45346,0.4574
2193,40123,49235,0.444
2194,40125,47683,0.4419
2195,40127,37457,0.4956
2196,40129,47667,0.4868
2197,40131,62949,0.4257
2198,40133,38706,0.4516
2199,40135,38328,0.4479
2200,40137,46166,0.4557
2201,40139,50450,0.3884
2202,40141,40462,0.4626
2203,40143,53902,0.4825
2204,40145,61566,0.3988
2205,40147,52103,0.4836
2206,40149,52510,0.4394
2207,40151,56899,0.4352
2208,40153,58706,0.4364
2209,41001,43921,0.4385
2210,41003,58655,0.4861
2211,41005,76597,0.4464
2212,41007,52583,0.4145
2213,41009,59714,0.4201
2214,41011,43308,0.4743
2215,41013,44524,0.4245
2216,41015,46396,0.447
2217,41017,63680,0.4462
2218,41019,45812,0.4377
2219,41021,42976,0.3959
2220,41023,45357,0.4287
2221,41025,41797,0.4398
2222,41027,62935,0.4428
2223,41029,50851,0.4656
2224,41031,50339,0.4133
2225,41033,43046,0.4644
2226,41035,43522,0.4432
2227,41037,36627,0.4424
2228,41039,49958,0.4637
2229,41041,46061,0.4448
2230,41043,52097,0.4258
2231,41045,42478,0.4467
2232,41047,56097,0.4312
2233,41049,55440,0.3915
2234,41051,64337,0.4766
2235,41053,58344,0.4294
2236,41055,48056,0.5114
2237,41057,47500,0.443
2238,41059,51887,0.4391
2239,41061,48617,0.4622
2240,41063,44953,0.4563
2241,41065,50973,0.4173
2242,41067,78010,0.4268
2243,41069,33456,0.4361
2244,41071,59484,0.4472
2245,42001,64507,0.3982
2246,42003,58383,0.4869
2247,42005,49032,0.4155
2248,42007,55828,0.4248
2249,42009,49146,0.4192
2250,42011,61522,0.4393
2251,42013,47969,0.4448
2252,42015,51457,0.431
2253,42017,86055,0.448
2254,42019,68472,0.4388
2255,42021,45901,0.4412
2256,42023,41485,0.4243
2257,42025,53624,0.4019
2258,42027,58055,0.4696
2259,42029,96726,0.4572
2260,42031,45625,0.433
2261,42033,47270,0.4284
2262,42035,49234,0.4125
2263,42037,49889,0.4498
2264,42039,49144,0.4328
2265,42041,68895,0.4227
2266,42043,58916,0.4489
2267,42045,71539,0.482
2268,42047,51112,0.4081
2269,42049,49716,0.4578
2270,42051,44476,0.4653
2271,42053,38383,0.3799
2272,42055,59713,0.4138
2273,42057,51259,0.4075
2274,42059,54121,0.4402
2275,42061,48597,0.4098
2276,42063,46877,0.4557
2277,42065,46818,0.4206
2278,42067,52765,0.4004
2279,42069,50875,0.4611
2280,42071,63823,0.4274
2281,42073,48860,0.4624
2282,42075,59114,0.4034
2283,42077,62178,0.4531
2284,42079,51646,0.4478
2285,42081,52407,0.423
2286,42083,46953,0.4475
2287,42085,48768,0.4381
2288,42087,47526,0.4144
2289,42089,63931,0.4147
2290,42091,88166,0.4667
2291,42093,57183,0.4823
2292,42095,67565,0.4392
2293,42097,47063,0.4366
2294,42099,62266,0.3919
2295,42101,43744,0.5155
2296,42103,64247,0.4361
2297,42105,42821,0.4306
2298,42107,49190,0.428
2299,42109,57638,0.404
2300,42111,48224,0.4322
2301,42113,47346,0.4249
2302,42115,53059,0.4444
2303,42117,50667,0.429
2304,42119,56026,0.4501
2305,42121,47982,0.4245
2306,42123,48409,0.4325
2307,42125,61567,0.4539
2308,42127,54851,0.4187
2309,42129,58866,0.4415
2310,42131,59308,0.4061
2311,42133,63902,0.4185
2312,44001,75578,0.4881
2313,44003,70223,0.4439
2314,44005,77237,0.47
2315,44007,55233,0.4818
2316,44009,81301,0.4435
2317,45001,36685,0.4769
2318,45003,50036,0.4545
2319,45005,24560,0.4995
2320,45007,47906,0.4518
2321,45009,32229,0.4598
2322,45011,36566,0.4685
2323,45013,63110,0.4759
2324,45015,59995,0.4203
2325,45017,44534,0.4871
2326,45019,61028,0.5058
2327,45021,35836,0.5036
2328,45023,40080,0.4712
2329,45025,40033,0.4481
2330,45027,37525,0.4848
2331,45029,36276,0.4535
2332,45031,36254,0.4789
2333,45033,29362,0.5054
2334,45035,61698,0.4268
2335,45037,49200,0.4785
2336,45039,36294,0.5119
2337,45041,45479,0.4834
2338,45043,48071,0.4948
2339,45045,56789,0.4684
2340,45047,40982,0.4835
2341,45049,32453,0.3977
2342,45051,48279,0.4462
2343,45053,41930,0.4564
2344,45055,49392,0.4384
2345,45057,55223,0.4747
2346,45059,41578,0.454
2347,45061,31651,0.4939
2348,45063,59593,0.4332
2349,45065,42262,0.4771
2350,45067,33046,0.5254
2351,45069,34203,0.4676
2352,45071,42765,0.4518
2353,45073,46056,0.4853
2354,45075,36188,0.4882
2355,45077,47024,0.4569
2356,45079,53922,0.4736
2357,45081,44486,0.4352
2358,45083,50179,0.4561
2359,45085,43792,0.4447
2360,45087,40120,0.4742
2361,45089,32351,0.4869
2362,45091,62431,0.4504
2363,46003,59293,0.4083
2364,46005,51700,0.3899
2365,46007,48348,0.3962
2366,46009,54450,0.404
2367,46011,56370,0.4267
2368,46013,56455,0.4556
2369,46015,50839,0.5013
2370,46017,32500,0.4545
2371,46019,44387,0.474
2372,46021,52500,0.5444
2373,46023,46389,0.4471
2374,46025,47798,0.5018
2375,46027,43189,0.5167
2376,46029,54774,0.4374
2377,46031,35441,0.5425
2378,46033,55472,0.4084
2379,46035,47772,0.4445
2380,46037,44145,0.4953
2381,46039,57930,0.3862
2382,46041,43954,0.463
2383,46043,57419,0.4337
2384,46045,68551,0.4169
2385,46047,50837,0.3861
2386,46049,53889,0.4372
2387,46051,62532,0.4176
2388,46053,44479,0.4683
2389,46055,37420,0.4615
2390,46057,65050,0.3557
2391,46059,52438,0.4598
2392,46061,63036,0.3702
2393,46063,57365,0.3861
2394,46065,63564,0.421
2395,46067,54868,0.4286
2396,46069,54891,0.4274
2397,46071,33438,0.4782
2398,46073,49519,0.5358
2399,46075,41103,0.4053
2400,46077,59375,0.4085
2401,46079,59232,0.4696
2402,46081,52245,0.4549
2403,46083,81422,0.4441
2404,46085,53263,0.3831
2405,46087,62234,0.3696
2406,46089,43804,0.4741
2407,46091,63594,0.3992
2408,46093,59218,0.4036
2409,46095,31222,0.4925
2410,46097,51394,0.4105
2411,46099,60028,0.4199
2412,46101,58167,0.4317
2413,46102,30347,0.5119
2414,46103,55024,0.4497
2415,46105,56850,0.4745
2416,46107,53600,0.4337
2417,46109,50495,0.4686
2418,46111,54899,0.4543
2419,46115,52729,0.4709
2420,46117,71763,0.3796
2421,46119,64028,0.5082
2422,46121,24257,0.5517
2423,46123,51027,0.4299
2424,46125,55380,0.427
2425,46127,69563,0.4502
2426,46129,52123,0.4506
2427,46135,54694,0.4824
2428,46137,37143,0.4554
2429,47001,49376,0.4655
2430,47003,48945,0.4534
2431,47005,33125,0.4704
2432,47007,42889,0.4922
2433,47009,54140,0.4611
2434,47011,48140,0.4686
2435,47013,38170,0.4893
2436,47015,49523,0.4332
2437,47017,40810,0.4667
2438,47019,36589,0.47
2439,47021,58641,0.3833
2440,47023,45667,0.4295
2441,47025,36077,0.4802
2442,47027,31487,0.4801
2443,47029,33614,0.4847
2444,47031,47998,0.4443
2445,47033,42047,0.4391
2446,47035,43893,0.434
2447,47037,56507,0.4844
2448,47039,40233,0.5178
2449,47041,44134,0.5013
2450,47043,50549,0.4571
2451,47045,43762,0.4912
2452,47047,59017,0.4769
2453,47049,35084,0.4451
2454,47051,49038,0.4761
2455,47053,41886,0.4528
2456,47055,47528,0.4303
2457,47057,42997,0.4268
2458,47059,40138,0.473
2459,47061,36987,0.4792
2460,47063,42589,0.4486
2461,47065,53035,0.4826
2462,47067,28990,0.4887
2463,47069,38651,0.4384
2464,47071,39798,0.4731
2465,47073,40335,0.466
2466,47075,38362,0.4846
2467,47077,42430,0.4365
2468,47079,40837,0.4462
2469,47081,41998,0.4816
2470,47083,43964,0.461
2471,47085,41510,0.4542
2472,47087,36703,0.4442
2473,47089,47264,0.4559
2474,47091,34151,0.4811
2475,47093,54437,0.4836
2476,47095,34966,0.5398
2477,47097,37915,0.4361
2478,47099,41553,0.445
2479,47101,37139,0.4234
2480,47103,45736,0.4314
2481,47105,56078,0.4496
2482,47107,41398,0.492
2483,47109,36055,0.4609
2484,47111,36246,0.4612
2485,47113,46223,0.472
2486,47115,48024,0.4482
2487,47117,49370,0.4216
2488,47119,54249,0.4373
2489,47121,43250,0.4384
2490,47123,38327,0.4462
2491,47125,55972,0.4204
2492,47127,52294,0.4608
2493,47129,40166,0.4569
2494,47131,39866,0.4669
2495,47133,36558,0.4489
2496,47135,34634,0.6254
2497,47137,41004,0.4243
2498,47139,41818,0.457
2499,47141,40888,0.4896
2500,47143,39451,0.4685
2501,47145,50003,0.4755
2502,47147,61774,0.4163
2503,47149,63846,0.4084
2504,47151,35453,0.4477
2505,47153,51750,0.3972
2506,47155,45943,0.4285
2507,47157,49782,0.5106
2508,47159,46404,0.4966
2509,47161,42269,0.4051
2510,47163,43442,0.477
2511,47165,64631,0.4427
2512,47167,60167,0.4439
2513,47169,52864,0.4022
2514,47171,39851,0.4441
2515,47173,41352,0.4628
2516,47175,37127,0.4102
2517,47177,37715,0.484
2518,47179,46752,0.4842
2519,47181,38634,0.4512
2520,47183,38566,0.4621
2521,47185,40745,0.4454
2522,47187,109026,0.4447
2523,47189,71513,0.4083
2524,48001,43355,0.4225
2525,48003,74233,0.4506
2526,48005,47714,0.4495
2527,48007,44865,0.5351
2528,48009,64476,0.4316
2529,48011,66563,0.3662
2530,48013,55265,0.451
2531,48015,65365,0.4278
2532,48017,46485,0.4342
2533,48019,53683,0.4245
2534,48021,62941,0.4189
2535,48023,40750,0.4555
2536,48025,42032,0.498
2537,48027,54184,0.4305
2538,48029,55456,0.4694
2539,48031,63071,0.4468
2540,48033,81985,0.3326
2541,48035,50882,0.4223
2542,48037,47505,0.4912
2543,48039,79270,0.4266
2544,48041,46839,0.5144
2545,48043,43894,0.453
2546,48045,42647,0.4326
2547,48047,27378,0.4822
2548,48049,45457,0.4691
2549,48051,56235,0.4332
2550,48053,59238,0.4505
2551,48055,52278,0.4494
2552,48057,55469,0.4195
2553,48059,44602,0.4696
2554,48061,37132,0.4863
2555,48063,42604,0.4255
2556,48065,70087,0.4151
2557,48067,45345,0.433
2558,48069,45000,0.4088
2559,48071,76850,0.4543
2560,48073,46044,0.439
2561,48075,40794,0.4452
2562,48077,51191,0.4399
2563,48079,42798,0.4662
2564,48081,45551,0.3979
2565,48083,43981,0.5029
2566,48085,94192,0.4324
2567,48087,42750,0.4742
2568,48089,49504,0.4656
2569,48091,75356,0.4408
2570,48093,47893,0.4356
2571,48095,43355,0.4888
2572,48097,57646,0.4209
2573,48099,51440,0.4155
2574,48101,34375,0.4697
2575,48103,70398,0.3891
2576,48105,51152,0.4195
2577,48107,37899,0.4598
2578,48109,33417,0.417
2579,48111,51250,0.4924
2580,48113,56854,0.4997
2581,48115,44657,0.5012
2582,48117,51841,0.3953
2583,48119,46138,0.4332
2584,48121,83376,0.4346
2585,48123,53779,0.516
2586,48125,41618,0.5054
2587,48127,27832,0.52
2588,48129,43224,0.4279
2589,48131,37382,0.4629
2590,48133,35325,0.5607
2591,48135,60676,0.4598
2592,48137,40313,0.4919
2593,48139,72213,0.4144
2594,48141,44597,0.4634
2595,48143,48819,0.4984
2596,48145,38032,0.4635
2597,48147,50761,0.4382
2598,48149,56297,0.4795
2599,48151,46827,0.4761
2600,48153,48555,0.4351
2601,48155,46354,0.423
2602,48157,95561,0.4352
2603,48159,52944,0.429
2604,48161,48731,0.4573
2605,48163,42476,0.5051
2606,48165,59032,0.4525
2607,48167,69369,0.4729
2608,48169,55039,0.4443
2609,48171,58325,0.4733
2610,48173,75833,0.4606
2611,48175,60492,0.4612
2612,48177,53006,0.4764
2613,48179,47170,0.4674
2614,48181,54370,0.4404
2615,48183,49287,0.4645
2616,48185,50298,0.4909
2617,48187,70931,0.4043
2618,48189,47080,0.4172
2619,48191,32921,0.5354
2620,48193,47500,0.4932
2621,48195,39229,0.4344
2622,48197,42238,0.4449
2623,48199,59105,0.4646
2624,48201,60146,0.4978
2625,48203,51202,0.4571
2626,48205,59280,0.3725
2627,48207,46013,0.438
2628,48209,65935,0.4547
2629,48211,63778,0.4351
2630,48213,45798,0.4678
2631,48215,38398,0.4907
2632,48217,48823,0.4549
2633,48219,48116,0.4407
2634,48221,59049,0.4573
2635,48223,51877,0.4583
2636,48225,34297,0.4601
2637,48227,51528,0.4798
2638,48229,29318,0.5103
2639,48231,51928,0.4479
2640,48233,50651,0.4345
2641,48235,54706,0.4715
2642,48237,51700,0.4601
2643,48239,60276,0.4161
2644,48241,46088,0.4662
2645,48243,53194,0.3696
2646,48245,48463,0.4888
2647,48247,32049,0.4975
2648,48249,42005,0.496
2649,48251,62066,0.41
2650,48253,45694,0.4561
2651,48255,52252,0.5403
2652,48257,65390,0.4156
2653,48259,82390,0.4825
2654,48261,36125,0.3614
2655,48263,45926,0.4826
2656,48265,52473,0.4609
2657,48267,42500,0.494
2658,48269,65125,0.3535
2659,48271,31468,0.4537
2660,48273,42021,0.4958
2661,48275,46146,0.4163
2662,48277,43562,0.4648
2663,48279,43396,0.4504
2664,48281,58194,0.42
2665,48283,51792,0.5494
2666,48285,53021,0.4768
2667,48287,55000,0.4396
2668,48289,44818,0.5351
2669,48291,49850,0.4432
2670,48293,42680,0.45
2671,48295,57372,0.4322
2672,48297,55766,0.4291
2673,48299,52178,0.5174
2674,48301,81875,0.2567
2675,48303,50473,0.4851
2676,48305,43524,0.4977
2677,48307,45329,0.4429
2678,48309,48199,0.4738
2679,48311,68750,0.4747
2680,48313,49428,0.4523
2681,48315,37283,0.5318
2682,48317,69722,0.457
2683,48319,40708,0.474
2684,48321,45500,0.4792
2685,48323,38035,0.4754
2686,48325,61059,0.4399
2687,48327,40606,0.4367
2688,48329,78888,0.4711
2689,48331,47081,0.4364
2690,48333,41827,0.4917
2691,48335,49670,0.4294
2692,48337,51774,0.4474
2693,48339,77416,0.48
2694,48341,51527,0.3876
2695,48343,42961,0.4406
2696,48345,43750,0.4731
2697,48347,43598,0.4865
2698,48349,47920,0.4567
2699,48351,40950,0.4437
2700,48353,44346,0.4998
2701,48355,55048,0.4657
2702,48357,49928,0.456
2703,48359,63315,0.4742
2704,48361,55700,0.4431
2705,48363,45979,0.4674
2706,48365,51569,0.4579
2707,48367,74625,0.4356
2708,48369,54184,0.4022
2709,48371,52282,0.4354
2710,48373,46182,0.4612
2711,48375,43157,0.4763
2712,48377,27061,0.4587
2713,48379,49872,0.4363
2714,48381,67397,0.4285
2715,48383,70478,0.3684
2716,48385,34813,0.4749
2717,48387,37955,0.4384
2718,48389,58384,0.4325
2719,48391,48112,0.437
2720,48393,73854,0.38
2721,48395,54201,0.4437
2722,48397,94767,0.403
2723,48399,41732,0.4469
2724,48401,52329,0.4458
2725,48403,33257,0.4967
2726,48405,35509,0.526
2727,48407,44658,0.431
2728,48409,55229,0.4412
2729,48411,44698,0.475
2730,48413,55677,0.4027
2731,48415,55889,0.4117
2732,48417,45187,0.4541
2733,48419,40764,0.462
2734,48421,56576,0.4116
2735,48423,53511,0.4683
2736,48425,53162,0.4244
2737,48427,29294,0.5136
2738,48429,45336,0.477
2739,48431,59286,0.3364
2740,48433,48000,0.466
2741,48435,60543,0.3973
2742,48437,38418,0.474
2743,48439,64874,0.4611
2744,48441,50818,0.4571
2745,48443,33750,0.4967
2746,48445,44975,0.4289
2747,48447,44196,0.4814
2748,48449,46698,0.4215
2749,48451,51675,0.4705
2750,48453,71767,0.4851
2751,48455,40407,0.4323
2752,48457,43936,0.4244
2753,48459,50906,0.4338
2754,48461,52257,0.4476
2755,48463,41752,0.4338
2756,48465,45521,0.4591
2757,48467,51935,0.4519
2758,48469,55631,0.4619
2759,48471,41855,0.4809
2760,48473,57654,0.4555
2761,48475,64630,0.4366
2762,48477,56237,0.4837
2763,48479,42293,0.488
2764,48481,49619,0.4853
2765,48483,49352,0.4362
2766,48485,46575,0.4629
2767,48487,48773,0.4222
2768,48489,29944,0.5015
2769,48491,83679,0.3963
2770,48493,72445,0.4263
2771,48495,59167,0.4314
2772,48497,61709,0.4303
2773,48499,48534,0.4789
2774,48501,68814,0.3925
2775,48503,47194,0.4334
2776,48505,31113,0.5389
2777,48507,30988,0.4233
2778,49001,54212,0.3751
2779,49003,59937,0.3801
2780,49005,56840,0.4263
2781,49007,50278,0.4155
2782,49009,81250,0.3435
2783,49011,79690,0.3813
2784,49013,63919,0.3906
2785,49015,52055,0.372
2786,49017,52337,0.421
2787,49019,48673,0.3707
2788,49021,46809,0.4389
2789,49023,62237,0.3654
2790,49025,48269,0.4306
2791,49027,60445,0.4287
2792,49029,89274,0.3921
2793,49031,39440,0.4358
2794,49033,49886,0.4257
2795,49035,71230,0.436
2796,49037,44680,0.4741
2797,49039,51720,0.3897
2798,49041,53020,0.4135
2799,49043,100453,0.4891
2800,49045,71020,0.3513
2801,49047,66736,0.4379
2802,49049,70408,0.4164
2803,49051,77449,0.426
2804,49053,56877,0.4384
2805,49055,44694,0.3923
2806,49057,64636,0.4007
2807,50001,65093,0.4128
2808,50003,53040,0.4622
2809,50005,49348,0.442
2810,50007,69896,0.4496
2811,50009,41045,0.4256
2812,50011,64258,0.4029
2813,50013,69583,0.463
2814,50015,60365,0.4762
2815,50017,60159,0.4021
2816,50019,47915,0.4409
2817,50021,54973,0.432
2818,50023,62108,0.4368
2819,50025,52659,0.4537
2820,50027,58303,0.4616
2821,51001,43210,0.4382
2822,51003,75394,0.4809
2823,51005,47794,0.4468
2824,51007,58526,0.4218
2825,51009,49170,0.4109
2826,51011,56176,0.4242
2827,51013,117374,0.4355
2828,51015,61305,0.4115
2829,51017,46137,0.4506
2830,51019,61541,0.4322
2831,51021,50511,0.4065
2832,51023,68410,0.4156
2833,51025,41927,0.4395
2834,51027,30806,0.4645
2835,51029,46261,0.4007
2836,51031,50258,0.4397
2837,51033,64715,0.4088
2838,51035,43532,0.4586
2839,51036,59192,0.5459
2840,51037,39212,0.4455
2841,51041,80214,0.4052
2842,51043,77936,0.4468
2843,51045,55484,0.386
2844,51047,73116,0.4076
2845,51049,46221,0.4399
2846,51051,29226,0.58
2847,51053,55880,0.4328
2848,51057,52681,0.4175
2849,51059,121133,0.4256
2850,51061,97469,0.4185
2851,51063,49729,0.4157
2852,51065,74931,0.4611
2853,51067,52639,0.4591
2854,51069,73250,0.3926
2855,51071,52478,0.3991
2856,51073,66701,0.3969
2857,51075,89741,0.4796
2858,51077,33969,0.4588
2859,51079,64979,0.4179
2860,51081,44534,0.41
2861,51083,42289,0.4342
2862,51085,88652,0.3935
2863,51087,68572,0.4584
2864,51089,36683,0.4527
2865,51091,46147,0.4375
2866,51093,71376,0.4266
2867,51095,83048,0.4527
2868,51097,54516,0.4129
2869,51099,87321,0.3741
2870,51101,68720,0.3948
2871,51103,50739,0.4972
2872,51105,32718,0.4896
2873,51107,136268,0.3859
2874,51109,59343,0.4529
2875,51111,41868,0.3901
2876,51113,54197,0.4618
2877,51115,67009,0.4538
2878,51117,42025,0.4698
2879,51119,51917,0.4553
2880,51121,54641,0.5009
2881,51125,62446,0.4833
2882,51127,79698,0.376
2883,51131,43553,0.4694
2884,51133,58677,0.4462
2885,51135,42869,0.5133
2886,51137,68481,0.3912
2887,51139,47951,0.4274
2888,51141,40486,0.4463
2889,51143,45382,0.4338
2890,51145,83914,0.371
2891,51147,46189,0.464
2892,51149,67001,0.3963
2893,51153,103445,0.3809
2894,51155,52638,0.4137
2895,51157,68438,0.4564
2896,51159,49831,0.4453
2897,51161,65467,0.4224
2898,51163,54805,0.4802
2899,51165,59817,0.43
2900,51167,39482,0.4588
2901,51169,39144,0.4436
2902,51171,54921,0.4158
2903,51173,40425,0.4593
2904,51175,54611,0.3965
2905,51177,85330,0.3927
2906,51179,106773,0.3702
2907,51181,54844,0.403
2908,51183,45801,0.4286
2909,51185,40978,0.4526
2910,51187,68189,0.3979
2911,51191,46262,0.4426
2912,51193,54268,0.4616
2913,51195,38345,0.485
2914,51197,48043,0.4666
2915,51199,90367,0.3756
2916,51510,96733,0.4443
2917,51520,37904,0.4711
2918,51530,34273,0.4398
2919,51540,58933,0.5168
2920,51550,75790,0.4073
2921,51570,53716,0.4214
2922,51580,39432,0.4578
2923,51590,36301,0.4787
2924,51595,30857,0.4793
2925,51600,111574,0.4061
2926,51610,124796,0.4527
2927,51620,40375,0.4612
2928,51630,63274,0.46
2929,51640,31938,0.5015
2930,51650,54550,0.4313
2931,51660,43893,0.4816
2932,51670,40497,0.4461
2933,51678,36466,0.5135
2934,51680,43374,0.4734
2935,51683,78462,0.397
2936,51685,80667,0.353
2937,51690,33224,0.5078
2938,51700,51884,0.4369
2939,51710,49146,0.4957
2940,51720,28071,0.5088
2941,51730,36135,0.4822
2942,51735,96831,0.3813
2943,51740,50224,0.4242
2944,51750,36743,0.5247
2945,51760,45117,0.5381
2946,51770,43028,0.4774
2947,51775,57185,0.4401
2948,51790,48049,0.4547
2949,51800,70664,0.4306
2950,51810,74186,0.4172
2951,51820,45738,0.4446
2952,51830,56163,0.5181
2953,51840,53797,0.4493
2954,53001,49142,0.4203
2955,53003,50423,0.4312
2956,53005,65650,0.4303
2957,53007,56135,0.451
2958,53009,49913,0.4408
2959,53011,71636,0.4266
2960,53013,51111,0.4667
2961,53015,51752,0.4401
2962,53017,60452,0.4229
2963,53019,41924,0.451
2964,53021,62002,0.4046
2965,53023,52525,0.3661
2966,53025,54982,0.4227
2967,53027,47770,0.4451
2968,53029,64809,0.4244
2969,53031,54471,0.4505
2970,53033,89418,0.4663
2971,53035,71610,0.4258
2972,53037,55193,0.4442
2973,53039,54056,0.3991
2974,53041,50216,0.4252
2975,53043,50744,0.4057
2976,53045,55726,0.4195
2977,53047,45808,0.432
2978,53049,44846,0.4201
2979,53051,48583,0.4302
2980,53053,67868,0.426
2981,53055,60711,0.4969
2982,53057,62865,0.4427
2983,53059,58598,0.4228
2984,53061,82751,0.4046
2985,53063,54852,0.4564
2986,53065,49200,0.436
2987,53067,69592,0.4091
2988,53069,54085,0.4103
2989,53071,56533,0.4494
2990,53073,59285,0.4463
2991,53075,42163,0.5015
2992,53077,49871,0.445
2993,54001,39580,0.4777
2994,54003,60615,0.394
2995,54005,38642,0.4607
2996,54007,42213,0.4313
2997,54009,49772,0.3897
2998,54011,38321,0.5052
2999,54013,37610,0.4423
3000,54015,35875,0.4336
3001,54017,46449,0.4176
3002,54019,40379,0.434
3003,54021,35810,0.4384
3004,54023,41071,0.4251
3005,54025,39038,0.466
3006,54027,40099,0.4275
3007,54029,45580,0.4256
3008,54031,47186,0.4327
3009,54033,50433,0.4541
3010,54035,44783,0.4572
3011,54037,76503,0.4074
3012,54039,45426,0.4797
3013,54041,39423,0.4542
3014,54043,37679,0.4423
3015,54045,38123,0.4772
3016,54047,26547,0.461
3017,54049,48605,0.4427
3018,54051,43918,0.4519
3019,54053,40347,0.433
3020,54055,39372,0.4417
3021,54057,46354,0.4083
3022,54059,31305,0.4703
3023,54061,49926,0.5261
3024,54063,36493,0.4386
3025,54065,50661,0.4182
3026,54067,38468,0.448
3027,54069,48418,0.4904
3028,54071,41210,0.462
3029,54073,48563,0.4732
3030,54075,39702,0.4556
3031,54077,48317,0.423
3032,54079,59626,0.4361
3033,54081,42296,0.4604
3034,54083,41094,0.5013
3035,54085,44472,0.4545
3036,54087,34300,0.47
3037,54089,36049,0.4273
3038,54091,47205,0.4295
3039,54093,45655,0.4035
3040,54095,41108,0.4669
3041,54097,40401,0.447
3042,54099,36875,0.4914
3043,54101,34312,0.4747
3044,54103,42125,0.4387
3045,54105,40189,0.396
3046,54107,45958,0.4644
3047,54109,40045,0.4401
3048,55001,43280,0.4342
3049,55003,43861,0.4322
3050,55005,50903,0.4359
3051,55007,52910,0.4168
3052,55009,59963,0.4317
3053,55011,57134,0.405
3054,55013,49982,0.4195
3055,55015,72530,0.3943
3056,55017,57288,0.4072
3057,55019,51872,0.4159
3058,55021,65348,0.4056
3059,55023,48853,0.4345
3060,55025,70541,0.4457
3061,55027,58870,0.3972
3062,55029,58287,0.4384
3063,55031,52480,0.4133
3064,55033,56268,0.4186
3065,55035,55711,0.4406
3066,55037,49128,0.485
3067,55039,59373,0.418
3068,55041,44313,0.4215
3069,55043,52958,0.4116
3070,55045,62699,0.4129
3071,55047,53260,0.4102
3072,55049,62785,0.4311
3073,55051,40801,0.4467
3074,55053,52984,0.4128
3075,55055,63676,0.3976
3076,55057,51056,0.4387
3077,55059,60929,0.4394
3078,55061,63118,0.3956
3079,55063,55479,0.448
3080,55065,59629,0.4088
3081,55067,46557,0.4078
3082,55069,56086,0.3938
